"FITC-A","Texas Red-A"
82083.6,69700.8
10.66,111.52
502.66,11612
255.02,8579.66
27.06,168.92
58.22,154.16
93.48,168.1
4997.9,21824.3
1596.54,54851.4
91.84,224.68
262143,262143
4278.76,3463.68
317.34,12729.7
178388,170284
24.6,207.46
91.84,225.5
481.34,2468.2
262143,262143
150.88,2907.72
191.88,208.28
131.2,301.76
52869.5,56179
1030.74,22397.5
61.5,242.72
78.72,151.7
160951,192561
31.16,81.18
46.74,159.08
314.88,3755.6
586.3,24643.5
69.7,568.26
47.56,168.92
14752.6,32076.8
691.26,3252.12
147886,161741
111.52,224.68
492,10027
113.16,239.44
67646.7,67805.8
172324,165068
90.2,1165.22
952.84,6545.24
252133,262143
175.48,363.26
491.18,15306.9
122.18,173.84
74.62,155.8
1548.16,2329.62
579.74,20449.2
101.68,178.76
646.16,18172
306.68,414.1
133.66,345.22
589.58,12501.7
83036.5,84552.7
76894.7,80313.3
109.88,328.82
79.54,343.58
2247.62,1120.94
62549.6,33739.7
99371.7,114067
1193.92,27675
145.96,992.2
92728.9,90128.7
17637.4,13750.6
67.24,150.88
122.18,3484.18
84.46,216.48
74595.4,67782
111.52,209.1
185.32,861.82
810.16,875.76
3740.84,12831.4
252.56,9017.54
295.2,10146.7
126.28,266.5
7427.56,5311.96
54.12,122.18
55605.8,50098.7
57.4,191.88
105395,111744
1133.24,2674.02
91.02,242.72
6972.46,12158.1
73846.7,96244.2
63.96,151.7
96611.6,89043
95.12,182.04
26363.8,28581.1
82,253.38
252.56,211.56
62.32,820
445.26,1250.5
526.44,475.6
2878.2,31011.6
35857,48325.1
722.42,1051.24
14209.8,11343.1
133663,124494
82.82,248.46
393.6,737.18
-26.24,78.72
20.5,87.74
64.78,2715.02
942.18,3138.14
120.54,223.04
956.12,17420.1
131.2,274.7
2744.54,5187.32
745.38,8080.28
1657.22,4326.32
333.74,2466.56
647.8,3125.84
11225,25370.8
82.82,366.54
1189.82,19621
236.98,195.16
848.7,4505.08
2306.66,4356.66
91.84,269.78
6089.32,43138.6
74.62,173.02
17885,21923.5
100.86,352.6
262143,262143
189718,180830
1006.96,914.3
1235.74,25726.7
1680.18,7388.2
144.32,344.4
151.7,281.26
22648.4,34924.6
50.02,273.06
52489.8,40485.9
3684.26,10992.9
61559,69823
3251.3,1244.76
22.14,209.92
5925.32,20500
113.98,229.6
42.64,182.04
217689,229540
749.48,5233.24
156.62,538.74
262143,262143
5831.84,54016.7
135.3,337.02
198.44,395.24
26527,21156
178324,244187
2255,29344.5
137.76,414.1
95388.1,117569
95.12,337.02
166.46,2601.86
62182.2,37683.1
12390.2,34202.2
1755.62,24414.7
82,300.94
44928.6,53471.4
151.7,4110.66
308.32,522.34
25904.6,53195
114.8,217.3
104.14,225.5
100.04,206.64
555.14,16466.4
33.62,146.78
2930.68,20260.6
54.94,127.92
126.28,346.04
1599,4558.38
48003.6,35784
44240.6,28706.6
5672.76,55018.7
18014.6,61376.2
12795.3,14769.8
51.66,244.36
146290,111622
36358,67208
176.3,205.82
3462.86,1935.2
8862.56,27652
610.9,14227
43875.7,56706.3
253.38,755.22
203439,198470
765.88,2225.48
262143,262143
2374.72,1608.02
37488.8,31937.4
446.9,756.04
109.06,266.5
30364.6,24989.5
82037.7,87348.9
85.28,335.38
804.42,18082.6
514.14,13491.5
532.18,19352
43644.5,41456.7
29587.2,31734.8
46343.1,90711.7
77.08,223.04
85.28,211.56
105.78,218.94
262.4,472.32
86.92,270.6
455.92,8843.7
124.64,251.74
8237.72,8796.96
2165.62,10614.1
137.76,2077.06
129542,125676
83.64,250.1
500.2,3838.42
101.68,279.62
83724.5,66240.4
19375,32173.5
2106.58,12256.5
42.64,234.52
182.86,311.6
86.1,231.24
1667.88,17588.2
262143,254587
116.44,358.34
66.42,198.44
66.42,167.28
53.3,167.28
119957,95651.4
47.56,175.48
4610.86,6912.6
124.64,2938.06
175075,132012
728.98,1498.96
140.22,235.34
2132.82,9226.64
1150.46,10516.5
150.88,243.54
2001.62,2031.96
185.32,4382.9
3970.44,30167.8
154.16,287.82
22437.7,12760
613.36,11934.3
150.88,382.94
40.18,165.64
3740.02,13170.8
78.72,274.7
1123.4,902
1306.26,12463.2
48.38,208.28
1673.62,27955.4
422.3,1666.24
156.62,185.32
32080,28192.4
79.54,298.48
98.4,232.88
127.1,247.64
83.64,173.84
2827.36,17172.4
56.58,150.06
31669.2,45400.1
139885,131365
136136,160345
22126.9,58511.9
48366.9,49336.1
192918,230441
118.9,243.54
118.9,273.88
77.08,257.48
10006.5,12425.5
45.92,137.76
175908,160526
91542.3,85344
183453,196779
62663.6,69220.3
1198.84,34677.8
60942.4,59152.3
63.96,157.44
24.6,451
131117,123994
260070,253693
6960.16,18253.2
2974.14,2838.84
121.36,318.16
230.42,1249.68
112.34,250.92
65.6,210.74
16708.3,31851.3
78.72,154.98
804.42,13051.9
1025,2737.16
1398.1,7580.9
15215.1,62800.5
285.36,355.06
1056.16,1111.92
21383.1,34901.7
19759.5,17889.9
106.6,250.92
1062.72,2876.56
256.66,2074.6
637.96,19600.5
88182,77009.5
4233.66,27189.6
107.42,238.62
83.64,125.46
300.94,794.58
112522,116419
20831.3,12628
81.18,260.76
97.58,355.88
86.1,121.36
142.68,328
130.38,256.66
116.44,204.18
67689.4,53509.9
10129.5,44511.2
1250.5,7716.2
549.4,941.36
88579.7,78423.2
1083.22,11486.6
13.12,1158.66
410.82,919.22
619.92,18432.8
37369,46062.7
78154.2,66014.1
119490,101644
116.44,441.98
95.12,225.5
227015,144302
37415,35292
74.62,191.88
178.76,1562.1
246.82,800.32
328.82,6420.6
305.86,10226.2
14518.9,16647.6
430.5,368.18
92.66,163.18
1254.6,1878.62
154.16,328.82
19168.3,20732.9
191631,205648
55.76,473.96
69827.9,120417
85.28,284.54
16487.7,14607.5
11998.2,43696.2
91.02,327.18
73.8,169.74
1371.04,8765.8
259.94,4019.64
236.98,2239.42
156.62,1622.78
840.5,6477.18
4281.22,4405.86
96.76,243.54
111133,93038
12308.2,12634.6
28735.3,39789.7
262143,262143
146609,140350
115873,134368
119.72,5767.88
245.18,2685.5
81.18,148.42
35.26,146.78
32.8,218.12
64.78,232.06
139806,136867
727.34,668.3
89.38,304.22
402.62,1870.42
2104.94,29594.6
208805,219080
216033,236130
1548.16,27703.7
7152.86,11827.7
678.14,1415.32
186.96,128.74
816.72,780.64
34330.9,16191.7
41.82,203.36
2317.32,8107.34
116641,95405.4
588.76,639.6
154.98,339.48
610.9,16355.7
236.98,3626.86
170.56,414.1
482.16,3348.88
106.6,248.46
244096,216484
50974.5,51019.6
91.02,490.36
13018.3,51462.4
8198.36,6170.5
428.86,611.72
51.66,214.84
85.28,239.44
363.26,455.92
218.12,6576.4
106.6,360.8
113.98,315.7
37488.8,27483.9
1151.28,27363.4
934.8,1472.72
266.5,796.22
207853,204570
101.68,208.28
209.92,685.52
359.16,4715
87.74,189.42
100.04,272.24
134.48,246.82
110.7,204.18
75.44,140.22
91.02,445.26
111.52,204.18
111.52,214.02
91.02,180.4
45310.7,50197.9
84.46,176.3
30248.2,22945.2
63.96,144.32
82885.6,69932.9
149386,156132
147546,148229
80552.7,103665
139.4,361.62
3868.76,11821.9
67.24,123
44591.6,88637.9
93.48,336.2
562.52,20495.9
2946.26,3265.24
49710,48946.6
122.18,228.78
103.32,145.14
113.16,271.42
6423.88,24164.6
1287.4,78633.1
217562,257337
2054.1,24595.9
54.94,111.52
262143,262143
154.98,496.1
171.38,573.18
176.3,4327.14
39697.8,21733.3
1972.92,25419.2
211273,244850
10178.7,73153.8
186.96,6081.12
82.82,203.36
123.82,259.12
138.58,564.16
14977.3,20135.9
131.2,284.54
447.72,1163.58
71888.6,50048.7
198.44,176.3
91.84,3223.42
943,19124.9
62.32,150.06
1481.74,20390.9
1225.08,5357.06
3341.5,23011.7
31255.9,31292.8
101582,101860
209.92,806.88
1587.52,28689.3
725.7,12330.3
318.16,10256.6
129166,130763
8066.34,5392.32
253.38,2912.64
448.54,1566.2
116.44,259.94
262143,262143
12961.7,16379.5
92.66,268.96
84.46,237.8
108.24,268.96
1245.58,16618.1
185.32,368.18
149945,133367
60.68,262.4
97355.3,65202.3
488.72,12615.7
1121.76,26868.1
9367.68,27854.6
683.88,939.72
98.4,198.44
14059.7,13697.3
636.32,4778.14
106260,99634.1
28411.4,41597
6354.18,5460.38
3739.2,32073.5
121.36,2304.2
65668.9,79651.5
28.7,118.9
175870,197401
378.84,8833.86
111.52,301.76
460.84,12220.5
31952.1,21099.4
1289.86,3752.32
454.28,18155.6
3595.7,5598.96
104172,105446
262143,262143
137.76,286.18
351.78,236.98
76.26,183.68
102.5,222.22
190100,186019
63.14,250.92
3489.92,1780.22
56344.7,63655.8
109838,108183
28336.7,31338.8
3367.74,1548.16
2466.56,15698.1
40.18,150.06
3448.1,49211.5
30717.2,19600.5
79.54,139.4
182.04,423.12
184.5,794.58
66217.5,59724.7
17522.6,26119.5
808.52,7798.2
7298,5619.46
53929.8,74761
119446,125465
126.28,436.24
140.22,332.1
262143,262143
15.58,113.16
26212.9,24638.5
17936.7,12982.2
85.28,197.62
3256.22,29324.8
224.68,874.94
36322.7,85920.4
95.94,220.58
82,225.5
186.96,684.7
75382.6,61126.1
394.42,833.12
79.54,274.7
5454.64,22881.3
1876.98,740.46
144.32,262.4
118.9,378.84
281.26,6589.52
105.78,364.9
54.12,215.66
192.7,9629.26
77396.5,96045.8
139722,130764
11.48,163.18
62.32,223.86
317.34,441.98
306.68,1407.12
16568.9,13854.7
65.6,174.66
1908.14,6454.22
43150.9,105388
78.72,266.5
262143,262143
15.58,1284.94
78.72,189.42
59166.3,67819.7
55.76,194.34
8.2,144.32
8435.34,28673.8
91.84,288.64
1059.44,663.38
360.8,1992.6
154.16,343.58
127.92,259.12
542.84,5602.24
84.46,248.46
166.46,326.36
80.36,265.68
1461.24,8181.14
33311.7,50054.4
91.02,246.82
206.64,842.96
167.28,544.48
59.04,193.52
115256,76863.5
408.36,324.72
30845.9,18281.9
1093.06,27598.7
24909.1,16486.1
110.7,159.08
736.36,28203.9
70.52,178.76
476.42,12770.7
203.36,638.78
22811.6,30600.8
1866.32,5339.84
4042.6,3485.82
489.54,15329.1
534.64,331.28
565.8,801.96
125702,131985
9565.3,22755
289.46,663.38
43.46,141.04
109.88,314.88
1066.82,20455.7
1663.78,3010.22
29188.7,41837.2
16587.8,35256.7
7240.6,11106.9
29312.5,62911.2
2983.16,1330.86
327.18,20131
278.8,1079.94
584.66,3451.38
76.26,234.52
113.98,182.86
149.24,259.12
53.3,179.58
100.04,220.58
651.08,14724.7
106.6,272.24
64499.6,56143.8
17900.6,10812.5
532.18,1353
99.22,1745.78
25457.7,66941.5
77.08,192.7
10003.2,16503.3
36318.6,35278
39.36,200.9
56.58,246
47.56,208.28
52.48,121.36
88.56,256.66
125638,113372
1146.36,6159.84
383.76,574
706.84,8641.16
60.68,168.1
32634.4,22351.6
123.82,188.6
244513,166963
50.84,131.2
224.68,10329.5
54922,45612.5
254321,240936
559.24,8245.1
130.38,283.72
105.78,262.4
82.82,200.08
41,183.68
43.46,243.54
40.18,127.92
79.54,270.6
1515.36,7906.44
29342.1,13514.4
1608.02,13939.2
156592,160511
10045,34578.6
79039.8,76713.5
31.98,131.2
279.62,6756.8
0,108.24
60.68,191.88
63.14,223.04
52.48,172.2
63.96,174.66
103.32,1893.38
18811.6,42280
514.96,455.1
817.54,24582
54.12,181.22
44698.2,31567.5
69.7,155.8
1312,4915.9
54471,57917.4
83713.8,69414.6
5780.18,5241.44
86.1,311.6
138083,97571.8
155666,147907
138592,126953
209.92,347.68
269.78,642.88
150.88,209.92
5846.6,39266.5
53349.2,61828.8
73.8,219.76
902,411.64
120.54,296.84
216.48,5000.36
2406.7,21903
97.58,360.8
205489,210696
95.94,220.58
560.88,7621.9
267.32,1539.14
59.86,147.6
93.48,256.66
151.7,206.64
100.04,201.72
33029.6,20375.4
16912.5,7554.66
13574.3,16952.7
71.34,195.98
199.26,867.56
98099.1,62771
221224,203763
55.76,271.42
6.56,82.82
41.82,166.46
49.2,132.84
54.94,602.7
172523,185218
103503,116320
901.18,18058
155643,166612
23497.1,30062
106.6,208.28
358.34,5295.56
36.08,159.9
41224.7,53578.8
122.18,888.88
117.26,470.68
8563.26,31663.5
56.58,197.62
8138.5,4257.44
21.32,637.14
91.84,245.18
66.42,197.62
107.42,2765.86
463.3,4797.82
938.08,3059.42
35821.7,42107
182757,199331
40.18,163.18
27.88,142.68
938.08,1527.66
86.1,190.24
135034,147819
114.8,264.86
76.26,300.94
242.72,3007.76
127.92,836.4
30390.8,18242.5
127025,135662
2430.48,34994.3
100861,97917
73.8,205.82
103.32,233.7
26128.5,29012.4
86.92,725.7
1704.78,6017.16
98.4,253.38
137.76,222.22
567.44,15510.3
165381,153554
86.92,321.44
184855,136206
45.1,126.28
391.96,3011.86
84.46,142.68
70.52,156.62
15130.6,27855.4
169.74,1147.18
109706,119012
27764.4,43956.1
216.48,3437.44
18012.9,13571.8
262143,262143
172.2,1063.54
104.96,121.36
98.4,245.18
197691,197203
116264,105505
162471,152692
185.32,2575.62
133.66,248.46
933.98,603.52
161337,157760
15308.6,63577.1
359.98,2481.32
6072.1,8825.66
24.6,97.58
81.18,474.78
109.88,249.28
66.42,199.26
378.84,2769.96
977.44,1099.62
115.62,178.76
151.7,341.12
19268.4,37377.2
20933,56945.7
198.44,282.9
139.4,300.94
77.9,179.58
701.1,628.12
106.6,242.72
133.66,300.12
2150.04,45095.1
115.62,247.64
34165.3,30975.5
109.06,235.34
758.5,30004.6
50.84,125.46
177.94,1834.34
21405.3,45259.1
230189,262143
129.56,282.9
2350.94,6478.82
1631.8,10403.3
128.74,277.16
340.3,7532.52
37321.5,77444.9
29527.4,48151.2
43.46,234.52
142908,148755
15419.3,14358.2
660.1,12613.2
49.2,264.86
45.92,203.36
13.12,111.52
249371,213676
51177,32089.1
97492.3,87786.7
760.14,338.66
61220.4,79132.5
237401,262143
89.38,333.74
1067.64,13003.6
88992.1,69434.3
62.32,217.3
104.96,326.36
47355.8,76669.2
262143,262143
9821.14,48007.7
134.48,333.74
79.54,276.34
177523,186090
20.5,118.9
8796.96,49423.9
74.62,296.84
510.86,448.54
21024,63175.3
2059.84,24936.2
-60.68,21.32
801.96,25767.7
50049.5,56453.7
14513.2,41943
190496,213356
22213.8,20294.2
131453,119836
999.58,5014.3
319.8,2701.08
59.86,152.52
110.7,264.86
106.6,273.06
26202.3,14149.9
169.74,194.34
948.74,3397.26
1915.52,2378
128.74,250.92
236.16,405.9
777.36,3831.86
305.04,892.16
84915.1,93234.8
537.1,10093.4
1574.4,1558
192342,209576
303.4,16771.5
192.7,341.12
151.7,733.08
203.36,2242.7
26907.5,23841.5
164,340.3
19748.9,33719.2
164.82,212.38
122.18,236.16
238.62,323.08
131081,132097
144.32,241.08
4359.12,3198.82
295.2,5865.46
82791.3,68441.3
44826.9,34996.8
91.02,277.16
76862.7,102963
11475.9,64485.6
1621.14,30872.2
147.6,347.68
174263,163699
253187,235539
4681.38,28071.1
499.38,9539.06
53.3,468.22
21188.8,43754.4
40955.7,54228.2
177.94,2116.42
137.76,782.28
8054.86,25316.7
47.56,141.04
83.64,2131.18
75149.7,88494.4
160.72,165.64
73997.6,97108.5
3018.42,5963.86
29523.3,19190.5
262143,262143
212913,213348
29.52,149.24
79.54,228.78
79.54,164.82
143147,143298
5374.28,12277.9
67.24,201.72
76.26,251.74
223848,153310
1022.54,18904.3
218596,218842
262143,262143
3767.08,42326.8
10928.1,25706.2
101.68,2534.62
44.28,230.42
148.42,1407.12
11466.1,18750.1
592.04,2803.58
116.44,259.12
2179.56,4505.9
218.94,384.58
142.68,319.8
107.42,255.02
28348.2,46473.5
597.78,19208.5
126.28,244.36
57.4,174.66
64.78,273.88
328.82,14826.4
2710.92,6532.12
132.84,359.16
113.98,359.98
125.46,218.94
191790,189828
131.2,265.68
888.06,441.16
78.72,246.82
72.98,209.92
154.16,2357.5
8791.22,45965.9
1900.76,15689.1
291.1,359.98
95.12,321.44
256664,262143
105.78,1272.64
90.2,266.5
31753.7,44931.1
123.82,322.26
168.1,1625.24
127.92,291.1
22.14,107.42
69.7,464.94
125.46,279.62
1276.74,25890.7
48.38,165.64
51077.8,39852
515.78,8924.06
52.48,74.62
5494.82,9768.66
110.7,251.74
10907.6,7835.92
113.98,288.64
119.72,416.56
12469.7,41666.7
120.54,313.24
410,17571
50.84,230.42
45.1,186.14
340.3,11947.4
49.2,145.14
139.4,218.12
122.18,560.88
161971,188315
16848.5,26490.9
355.88,7312.76
269.78,1644.92
118741,114479
464.94,264.86
146878,100371
82.82,132.84
36.08,173.84
130.38,381.3
256.66,451
21066.6,39336.2
62.32,168.92
1730.2,5954.02
661.74,1261.98
274.7,3589.96
71843.5,66137.1
152.52,276.34
35321.5,39637.2
4170.52,9234.84
269.78,7425.92
78008.2,112381
39.36,172.2
184.5,1842.54
107.42,1660.5
7382.46,12959.3
132.84,244.36
633.86,10373.8
159.9,464.94
223.86,3002.84
919.22,1860.58
9691.58,14751
58.22,202.54
143981,150363
77.9,229.6
83.64,4241.04
40149.7,43732.2
52.48,421.48
33454.4,28367.1
179495,175554
43.46,241.9
12832.2,20272.9
262143,262143
5.74,167.28
31.16,210.74
45427.2,49090.9
338.66,2377.18
1676.08,6567.38
262143,262143
434.6,14245
2290.26,1972.1
438.7,19033.8
1234.92,9374.24
2257.46,25015.7
41977.4,49965.9
118.08,246.82
3212.76,4274.66
10.66,161.54
107.42,218.12
41,188.6
246554,200788
74.62,316.52
198190,250726
56.58,191.06
237.8,9621.88
21146.2,18318.8
100.86,305.04
47098.3,63269.6
27.88,207.46
8764.16,16975.6
185040,178859
27333.1,33017.3
873.3,9953.98
133259,126188
6972.46,35888.1
45.92,508.4
347.68,2875.74
161249,139377
42.64,173.02
14294.2,8437.8
94.3,255.02
122.18,229.6
113.16,280.44
43988.9,50368.5
138.58,356.7
597.78,2350.12
10982.3,26299
281.26,450.18
333.74,25145.3
8746.94,9331.6
109.88,441.16
871.66,11874.4
20759.1,33588
226.32,441.16
151241,141418
41997.9,49914.2
995.48,14924.8
177505,196288
63455.7,64598.8
23814.4,23260.1
405.9,6710.06
84.46,250.92
41,198.44
1184.08,1696.58
91.84,145.14
737.18,1039.76
1728.56,7462.82
118.08,3049.58
27335.5,19494.7
77.08,182.86
141.86,363.26
824.1,20307.3
249.28,3523.54
184.5,929.06
109.88,240.26
3325.1,2079.52
166.46,449.36
262143,262143
23753.8,51932.2
3931.08,31295.3
17076.5,68509.4
51456.6,39297.7
71909.1,80601.9
262143,262143
334.56,1465.34
6646.1,54044.6
749.48,19747.2
80.36,191.88
118829,120238
579.74,733.08
118.08,221.4
1167.68,23822.6
49.2,332.1
172.2,354.24
1307.9,15056
36.08,252.56
8168.02,3142.24
154280,136074
110.7,187.78
77892.6,78823.3
24370.4,16309
1487.48,18500
2741.26,4517.38
220082,262143
766.7,5278.34
692.9,20112.1
131.2,262.4
83221.8,92759.2
37187,49309.1
129645,131248
33.62,138.58
1727.74,834.76
4266.46,21802.2
82,195.16
202.54,3396.44
99.22,201.72
70.52,149.24
134.48,487.08
115.62,280.44
139640,143950
6446.02,2491.16
8107.34,16741.1
4874.9,7640.76
50.02,160.72
154978,162678
4467.36,7043.8
1771.2,14676.4
142.68,1667.06
201059,252184
26885.3,33351
19742.3,14544.3
5049.56,22554.1
142024,153702
1124.22,26988.7
105.78,299.3
64846.4,58388.9
119.72,3955.68
4416.52,33066.5
1558,22923.9
120.54,345.22
155.8,275.52
147313,129868
73435.1,58428.3
127702,123954
697.82,6078.66
167196,196528
114.8,318.98
143.5,247.64
88718.3,52213.5
145.96,363.26
104.14,191.06
56.58,151.7
142541,126098
89.38,195.98
171.38,404.26
68.06,227.14
76.26,278.8
94.3,245.18
321.44,286.18
41.82,164
43860.2,39990.6
54.94,166.46
36.9,177.94
47.56,209.1
90.2,233.7
107580,105372
870.02,27144.5
101.68,207.46
93.48,158.26
104.96,2721.58
121.36,466.58
1386.62,11010.1
37.72,209.92
35756.9,47559.2
118630,117739
246.82,4487.86
35423.2,33283
69853.3,52384.9
82.82,236.98
2191.86,6088.5
68.06,313.24
81.18,220.58
223.86,8839.6
4714.18,19197.8
971.7,20304.8
118.9,285.36
171629,229224
53.3,103.32
152.52,1789.24
45381.3,46467.8
1271.82,23369.2
8528.82,6929
102866,203194
104.96,812.62
35082.1,22390.1
68092.8,47282
977.44,10030.2
60.68,220.58
1274.28,8268.06
15310.2,29326.5
116.44,262.4
28926.3,18594.3
109.06,274.7
37057.4,54556.2
22398.3,8152.44
65218.7,60967
90.2,509.22
349.32,7970.4
207.46,1800.72
812.62,992.2
150.88,1964.72
90.2,246
136.12,297.66
49438.6,33799.6
136.12,240.26
30821.3,54193
48.38,208.28
23572.5,55337.7
64.78,2575.62
83.64,205.82
49860.9,63492.6
75.44,150.88
134.48,345.22
100.04,186.14
54.12,176.3
1408.76,1838.44
1937.66,34033.3
66.42,182.04
34764.7,24317.1
1526.02,1969.64
123.82,236.16
73.8,159.9
54.94,203.36
78.72,251.74
126.28,252.56
153611,122747
482.16,4389.46
41,173.84
2523.14,1661.32
444.44,18008
19799.7,24846
211081,262143
262143,238600
1366.12,7788.36
97.58,186.14
151362,129489
29033.7,60447.9
68.88,255.84
64.78,147.6
15350.4,15928.5
482.98,4318.94
10160.6,41164.8
599.42,441.98
109.06,373.92
141.86,330.46
169980,168426
750.3,1201.3
4433.74,6260.7
111.52,185.32
114.8,230.42
135.3,218.94
113.16,337.02
1370.22,13363.5
158.26,7904.8
12532.9,26477
68.88,141.86
475.6,958.58
209995,248239
80.36,276.34
112.34,574
102.5,237.8
2181.2,5811.34
61.5,223.04
70.52,9374.24
116000,115618
123,250.92
2481.32,42116.8
102.5,411.64
5016.76,4715.82
2350.94,637.14
209.92,1932.74
32470.4,67753.3
82.82,542.84
101.68,320.62
136.12,349.32
842.14,23262.6
364.9,3676.06
1309.54,30987
185.32,556.78
164770,169431
72.16,154.16
1969.64,2665.82
150.06,226.32
93.48,211.56
110.7,182.04
66223.2,54275
12925.7,10355
1909.78,13416.8
98.4,143.5
61.5,113.16
665.02,17899.8
811.8,22895.2
127.92,298.48
561.7,3038.92
150.88,317.34
256.66,266.5
262143,262143
90.2,227.14
91.02,260.76
34733.6,28417.9
156.62,469.04
142.68,211.56
140.22,386.22
505.94,6697.76
1002.04,4728.12
200.08,2823.26
107.42,273.06
7135.64,12743.6
98.4,193.52
19289.7,43369
104.96,154.16
102.5,221.4
846.24,630.58
27007.5,65350.7
136.94,3426.78
35.26,118.08
76260.8,68497.9
25281.4,24090.8
45.92,182.86
304.22,4902.78
100.86,183.68
108.24,238.62
89675.2,85302.1
111.52,220.58
169200,182422
72.16,169.74
309.96,373.1
542.02,1466.98
99.22,226.32
1048.78,3326.74
2423.1,19129
95.94,223.04
295.2,1136.52
59.86,157.44
1831.88,4797.82
118.08,123
178.76,1308.72
116.44,161.54
452.64,4646.12
5925.32,29796.3
60.68,292.74
55.76,113.98
104.14,279.62
2469.84,3105.34
32104.6,34335.9
66992.4,69894.3
1009.42,28321.2
132.02,297.66
111.52,282.08
60096.2,45769.1
67286.7,83158.7
44.28,136.12
214218,203415
240367,262143
82.82,248.46
141.04,1587.52
97.58,353.42
462.48,4254.16
83.64,208.28
69315.4,54780.1
116.44,258.3
251956,262143
96.76,182.86
2838.02,2268.12
86.1,1543.24
337.84,10132.7
108.24,1625.24
104.14,264.04
94.3,410
104.14,258.3
80.36,232.06
62.32,203.36
104.14,142.68
275.52,6243.48
350.14,752.76
543.66,9085.6
4447.68,11384.9
34371.9,39977.5
957.76,21223.2
19110.1,35683.1
1275.92,5667.84
4072.12,61215.5
306.68,5580.1
85.28,1457.14
1184.08,23445.4
52.48,172.2
407.54,8595.24
10401.7,10193.4
117.26,174.66
133311,141304
3902.38,55096.6
118.08,240.26
2668.28,3893.36
1381.7,634.68
33636.4,53099.1
9918.72,59250.7
43.46,139.4
75.44,173.84
867.56,25144.5
87.74,169.74
293.56,2856.06
74.62,238.62
960.22,17520.1
45.1,202.54
150.88,376.38
62885,69259.7
18605,32126.8
75904.1,80579.8
84.46,257.48
132.02,268.14
4588.72,3771.18
601.88,402.62
159.9,391.96
1573.58,1152.1
1757.26,30549.1
242.72,8410.74
3734.28,1524.38
108.24,220.58
91.84,172.2
115998,100084
227466,260339
173.02,1302.16
453.46,5990.92
1765.46,27780
160.72,359.98
50.02,216.48
687.98,1200.48
94.3,217.3
237055,229391
110.7,170.56
33768.4,25279.8
2106.58,2519.04
594.5,2650.24
3724.44,21435.6
132.02,6194.28
33231.3,34108.7
72.98,169.74
268.96,8105.7
60.68,160.72
13.94,151.7
1808.92,9484.12
2009.82,3375.12
77.9,209.92
18932.2,38160.3
3969.62,2281.24
16117.1,51398.4
132.02,363.26
636.32,6973.28
14931.4,10109.8
178250,190330
69.7,239.44
139.4,314.88
5046.28,40786
109.06,219.76
100373,88906
93.48,214.84
1855.66,1097.98
126.28,254.2
154.98,332.1
123,337.02
113.98,198.44
195.98,606.8
4642.84,38197.2
1562.92,2526.42
85.28,200.08
88.56,205.82
33680.7,44892.5
236410,260701
6.56,164.82
6712.52,31419.1
97.58,258.3
10393.5,69846
6651.84,18294.2
75.44,240.26
259.12,470.68
36958.2,18983.8
1612.12,10851.9
2562.5,1457.14
21807.9,38599
79337.5,105533
16552.5,43122.2
1755.62,10293.5
999.58,1790.88
563.34,1143.9
198.44,508.4
2260.74,2756.84
47677.3,32909.1
232.06,951.2
153.34,660.92
97.58,215.66
616.64,1624.42
214.02,310.78
88966.7,128815
1013.52,970.06
15947.4,15018.3
5867.92,54964.6
761.78,3470.24
5131.56,7275.04
103.32,227.14
1878.62,680.6
14776.4,32559.7
4800.28,6567.38
1266.9,13376.7
39205,27461
121.36,268.96
1421.06,13911.3
108.24,231.24
18687,47391.1
3329.2,7676.02
1427.62,15380.7
210.74,595.32
114.8,3651.46
145.14,257.48
38180,52933.5
23111.7,30709.8
2480.5,27650.4
116.44,227.96
262143,262143
246225,261997
63.14,305.86
296.84,1072.56
505.12,391.96
83.64,233.7
433.78,15464.4
849.52,13787.5
34320.3,65035.8
195.16,1798.26
278.8,219.76
186147,150525
59138.4,67240.8
165.64,266.5
118.08,322.26
299.3,421.48
155.8,1685.92
5412.82,24964.9
194279,196017
528.9,5612.9
11705.5,11351.3
410,1911.42
235124,262143
3762.98,15657.1
43386.2,17796.5
8082.74,54275.8
1457.14,1003.68
59.86,100.86
57.4,116.44
91.02,298.48
3013.5,36495.7
1394,1302.16
10391,15265.9
139.4,466.58
103.32,312.42
2356.68,9762.92
5.74,164
320.62,368.18
264.04,3520.26
138.58,266.5
174.66,455.1
17862.1,10355
35937.3,61464.7
72.16,150.88
77.9,194.34
1808.92,25789
10433.7,12755.9
281.26,2050.82
91.84,191.06
132.84,264.86
81973.8,79574.4
108384,92930.6
45.1,112.34
36577.7,42192.3
6070.46,34882.8
41.82,164.82
52622.7,42144.7
3099.6,19142.9
133.66,281.26
214.84,615.82
3703.12,3465.32
1863.86,11510.3
48.38,332.1
37.72,128.74
7278.32,11292.2
160.72,287.82
50.02,199.26
1558.82,724.88
81.18,172.2
26370.4,22659.9
63.96,167.28
109.88,236.16
30659,46585
68.88,200.08
117.26,281.26
123583,113355
217.3,306.68
605.16,1598.18
104.96,226.32
47113.9,54297.9
111385,106605
43.46,100.04
189.42,574.82
148116,137238
291.92,835.58
109609,129696
86.1,5475.96
898.72,1096.34
83.64,261.58
1794.98,22001.4
3054.5,9254.52
1536.68,2292.72
34811.5,60026.5
603.52,6824.86
107.42,305.86
164,166.46
1548.98,24250.7
60.68,165.64
