"FITC-A","Texas Red-A"
168.1,373.1
65690.2,57014.6
86.1,221.4
1023.36,2961.02
17382.4,48060.2
1288.22,17305.3
12448.4,16987.9
34.44,250.92
5225.04,4957.72
397.7,9944.14
637.96,16557.4
255634,226192
154658,145042
70.52,140.22
4374.7,31115.7
382.94,800.32
47810.1,52036.4
1152.1,1720.36
64.78,117.26
544.48,15347.9
86.92,229.6
294.38,489.54
31.98,150.06
3843.34,8429.6
150.06,271.42
101277,97045.4
22336,17867.8
1002.86,1166.04
925.78,1074.2
145.96,290.28
186.96,2387.02
63.96,282.08
61.5,164.82
86.1,232.06
4760.1,2397.68
396.06,1664.6
830.66,4313.2
2079.52,4455.06
1095.52,21329
8744.48,32127.6
2115.6,27679.9
114934,158915
91.02,224.68
127.92,264.04
262143,241711
300.94,348.5
1079.94,17889.9
82.82,263.22
54.12,151.7
2823.26,24377
5658.82,7452.98
86.92,210.74
94.3,195.16
158.26,287.82
118.9,236.98
210104,209124
12892.9,43770
202.54,400.98
100.86,289.46
644.52,21159.3
489.54,3551.42
31.98,340.3
205987,200761
206.64,2242.7
615.82,14655
44.28,647.8
15694.8,14334.4
262143,262143
40.18,134.48
207773,223715
523.16,9112.66
264.04,2807.68
1222.62,6848.64
101.68,175.48
15966.2,32559.7
255961,262143
69.7,177.94
80.36,191.88
193973,158308
3226.7,37245.2
132.02,195.16
422.3,517.42
3997.5,18525.4
1304.62,2904.44
1567.02,16286
14796.1,44752.3
223.86,455.1
119.72,1275.92
624.02,8104.88
171173,126173
136.94,1313.64
37098.4,52017.5
162.36,304.22
687.98,643.7
581.38,21657.8
75.44,523.98
417.38,10011.4
10847,29527.4
90.2,215.66
162.36,368.18
252.56,3048.76
65329.4,70452.8
64984.2,74162.4
403.44,15138.8
93.48,293.56
115.62,282.08
217.3,3704.76
82,159.08
682.24,11260.2
192.7,1695.76
443.62,15374.2
60.68,287
830.66,17717.7
1723.64,8876.5
46941.7,62853
55.76,247.64
17.22,207.46
163364,184967
11719.4,47261.5
30.34,171.38
199.26,2566.6
897.08,455.1
22.96,183.68
2542.82,39028.7
95.94,1451.4
153.34,373.92
16478.7,10399.2
90.2,191.06
59924,47198.4
118.9,270.6
106.6,2720.76
78509.3,66374.1
45.1,132.02
40773.7,38252.2
26.24,446.9
132.84,285.36
48.38,209.1
262143,262143
262143,262143
2482.14,5166.82
101.68,340.3
63.96,257.48
168.92,273.06
145.14,422.3
7484.14,36477.7
2299.28,10012.2
95.94,214.84
262143,262143
72.16,220.58
138.58,227.96
249.28,963.5
45.1,172.2
53.3,203.36
232.88,281.26
31670,16838.7
123.82,410.82
58673.5,71441.7
63.96,409.18
1421.06,4009.8
8067.16,5516.14
74.62,2877.38
86.1,216.48
83.64,211.56
263.22,7031.5
79.54,162.36
74.62,286.18
41.82,250.92
79.54,332.92
822.46,582.2
193267,201006
254.2,14309.8
188.6,1474.36
244.36,5496.46
190.24,299.3
99.22,283.72
147.6,270.6
556.78,1346.44
710.12,10072.9
17185.6,16909.2
196.8,12894.5
233.7,4966.74
108.24,223.86
19475.8,42058.6
11052,25647.1
74.62,227.96
79.54,221.4
513.32,3082.38
138.58,267.32
123.82,170.56
731.44,4588.72
467.4,714.22
1018.44,17947.3
159.08,342.76
51299.2,60775.1
234.52,13919.5
95.94,197.62
123,286.18
111.52,259.94
97362.7,97911.3
641.24,24301.5
77.9,195.16
170963,169307
41042.6,67531.1
262143,262143
57.4,154.16
578.92,369.82
162101,165475
11442.3,11376.7
13.94,121.36
128.74,304.22
197179,204853
15.58,57.4
3161.1,23222.4
1079.12,3237.36
593.68,1576.86
27658.6,26878
99.22,340.3
178.76,2706
37186.2,53267.2
100.04,192.7
62.32,6751.06
59.86,229.6
60928.5,44308.7
45259.1,36539.2
135.3,322.26
1804.82,23835.8
123,283.72
84.46,274.7
70.52,231.24
2414.9,29675.8
117.26,401.8
185305,175033
937.26,26463.9
234996,262143
286.18,8154.9
67.24,141.04
142685,102585
306.68,2168.9
29943.9,35401.9
565.8,17192.9
150.06,2536.26
623.2,8697.74
91.84,220.58
282.08,315.7
302.58,282.9
205.82,3464.5
71.34,332.1
50.02,326.36
384.58,5779.36
888.06,23529.1
1990.96,3737.56
1134.06,1244.76
159.9,573.18
111.52,206.64
82,152.52
84.46,193.52
76.26,160.72
41,172.2
74.62,192.7
630.58,5840.86
1865.5,5063.5
62.32,164.82
24907.5,25614.3
189806,198021
3913.04,42400.6
22632,24322
92263.9,75122.7
26427.8,52142.2
5027.42,17712.8
154.16,211.56
22.96,125.46
77287.5,59106.4
6227.9,6113.1
81.18,223.04
6102.44,12241
10186,24332.7
526.44,3543.22
2546.92,21226.5
75508.9,56279.1
248.46,7067.58
41392.8,44599
94.3,2929.86
1431.72,7523.5
103.32,610.9
678.96,13844.9
64715.2,119975
99.22,217.3
227.14,1558
262143,262143
19594.7,12241.8
61345,44346.4
1034.02,5872.02
66.42,158.26
102.5,286.18
70970.2,50170.1
665.02,17773.5
119.72,214.84
610.08,17302.8
8749.4,16544.3
161.54,3938.46
369,12078.6
60.68,371.46
35.26,145.96
33526.5,48846.6
91.84,160.72
131.2,236.16
510.86,9488.22
186.96,354.24
95742.4,87614.5
1468.62,4220.54
4487.86,9214.34
50409.5,58762.8
46330,68620.1
87.74,629.76
159.9,3937.64
136.94,264.86
11416.9,18454.9
71.34,221.4
613.36,20502.5
310.78,9137.26
8612.46,7475.12
84.46,314.88
1955.7,24094.1
262143,262143
3830.22,3365.28
702.74,18908.4
4220.54,34206.3
77.9,153.34
1301.34,14821.5
3436.62,3596.52
223.86,5023.32
965.96,21538.1
70.52,130.38
1414.5,8845.34
1210.32,6416.5
6922.44,10442.7
41,227.96
25101.8,62961.2
1945.86,1081.58
45045.1,43917.6
106.6,373.1
118.08,225.5
90.2,257.48
2198.42,19828.4
118.08,313.24
75.44,235.34
83.64,332.92
88706,75465.4
15389.8,17673.5
51004,60311.8
7819.52,10614.1
52.48,141.86
273.06,3520.26
68395.4,76717.6
54.12,179.58
65668.9,80867.6
74.62,250.1
286.18,5209.46
94804.3,94287.7
72.98,200.9
5993.38,8680.52
32.8,187.78
129.56,363.26
102.5,211.56
15.58,164.82
10488.6,13793.2
139.4,282.9
197732,181344
42.64,177.12
32717.2,34338.3
113.16,308.32
673.22,10963.4
94.3,234.52
118.08,525.62
106.6,211.56
59067.1,56628.4
96774.8,95484.9
111.52,186.14
4210.7,3760.52
379.66,1591.62
125.46,333.74
1604.74,13782.6
81.18,167.28
746.2,1374.32
103.32,229.6
109.88,387.86
458.38,2411.62
172088,181165
8635.42,36959
1138.98,4457.52
128.74,389.5
728.98,10124.5
38.54,111.52
113.16,419.84
67.24,303.4
192405,211426
45.92,177.94
80.36,212.38
50.02,2338.64
90.2,368.18
76319.9,74059.1
225278,228808
82,223.86
511.68,1216.88
76333,76283
27.06,109.06
65.6,147.6
57.4,91.02
113429,108355
5979.44,8537.02
90.2,286.18
11105.3,16917.4
15841.6,9859.68
99.22,121.36
127.1,246.82
1343.16,5706.38
141.86,319.8
5009.38,5898.26
7989.26,27137.9
943,4916.72
79681,92390.2
136.12,351.78
429.68,9258.62
314.88,8325.46
149344,161861
46153.7,32396.6
373.92,743.74
74.62,305.86
117.26,328
98.4,268.14
132.02,410
127.1,314.06
865.1,20273.7
510.04,12499.3
145.14,669.94
114.8,454.28
134.48,698.64
266.5,353.42
47811.7,114690
76.26,164
132355,131816
34759.8,32813.9
104382,114439
136376,137868
744.56,24559
43847.9,34826.2
26560.6,24910
16730.5,17864.5
65.6,156.62
104792,93387.3
78.72,233.7
11966.3,30955.8
90.2,318.98
3015.96,11252
93414.4,94386.9
24.6,134.48
11.48,158.26
793.76,3598.16
7888.4,47223
1645.74,28615.5
1003.68,1438.28
85889.3,79923.8
145.14,1294.78
67.24,119.72
660.92,9123.32
645.34,2738.8
68.06,208.28
439.52,619.1
66.42,203.36
34833.6,31795.5
414.1,5144.68
142.68,177.94
318.98,1033.2
222.22,514.14
19159.3,35041.9
90.2,229.6
12267.2,15259.4
33749.6,45172.2
122626,125727
105.78,4102.46
399.34,9434.1
3327.56,12643.6
95.94,101.68
240808,262143
37602.7,74768.4
155700,162289
192.7,327.18
14363.9,45095.9
1576.04,23503.7
4627.26,19658.7
80.36,232.88
72.98,1827.78
11685,41502.7
4484.58,6368.94
262143,262143
29.52,164
363.26,765.88
221.4,6780.58
198.44,250.1
656.82,18693.5
50618.6,41615
49.2,149.24
63.14,102.5
136.94,6140.16
100.86,221.4
2545.28,32298.2
1286.58,23072.3
92.66,173.84
121171,132004
122282,125700
124.64,2489.52
71.34,171.38
156.62,155.8
132.02,203.36
14392.6,12416.4
66834.9,58630.8
136.12,1412.86
3490.74,1549.8
159.9,241.08
201476,230359
43725.7,12393.5
195730,195393
1317.74,1515.36
210.74,3416.12
66105.1,52135.6
57946.1,52131.5
26.24,148.42
60.68,284.54
29.52,149.24
170915,149048
17.22,111.52
21983.4,23848.9
3922.88,48483.3
208.28,415.74
340.3,11648.9
53.3,200.9
1018.44,7081.52
13748.1,34370.3
17935.9,28984.5
88.56,198.44
706.84,9302.08
92.66,171.38
66.42,231.24
149.24,210.74
67.24,275.52
53666.5,85521.9
8222.14,38126.7
108.24,323.08
2056.56,2532.16
43018.8,64836.6
16770.6,12821.5
23163.4,11804.7
119.72,1125.86
104725,77564.6
802.78,47013.9
1075.84,21236.4
110.7,281.26
13848.2,11978.6
849.52,3012.68
42997.5,71713.1
25785.7,39829.9
208056,228937
31138.7,26594.2
15622.6,16932.2
30299,46099.6
7940.06,56312.7
110.7,229.6
372.28,766.7
6329.58,2510.02
10774,4831.44
709.3,25010
59.86,372.28
157.44,281.26
2933.96,2596.94
151477,156239
3436.62,7652.24
204866,225886
1248.04,1972.1
19399.6,13344.7
3326.74,9673.54
77.08,127.1
1377.6,2652.7
157.44,347.68
8356.62,32440
87.74,143.5
21012.5,15288.9
169.74,5299.66
33361.7,17365.1
100.86,292.74
90.2,262.4
1966.36,9355.38
89.38,208.28
311.6,1152.92
545.3,4136.9
109.06,284.54
2781.44,24909.1
125.46,216.48
26673,17867
537.92,4170.52
1804,669.12
262143,262143
4546.9,23693.1
134.48,245.18
9836.72,17584.1
11525.9,32313.7
326.36,11914.6
35472.4,56521
61.5,246.82
65.6,169.74
4573.96,5757.22
10512.4,38126.7
69001.4,61727.1
51.66,116.44
150.06,264.86
146.78,177.12
168.1,486.26
481.34,11303.7
18110.5,17286.4
131.2,277.98
119.72,279.62
100.86,259.12
65.6,178.76
5113.52,4655.14
116.44,205
26358.1,14837.1
109.88,224.68
82,245.18
8518.16,24361.4
87.74,921.68
159270,124592
130510,121654
519.88,23994
60.68,120.54
38646.6,48230.8
73747.5,65863.2
42171.8,43884.8
249.28,9762.92
273.06,542.02
39016.4,36483.4
50.84,251.74
14.76,213.2
234.52,340.3
969.24,2333.72
117.26,274.7
6552.62,30152.2
1735.94,5526.8
78161.6,71045.6
320.62,7398.86
144.32,556.78
4052.44,26668.9
829.84,29454.4
545.3,1809.74
91.02,148.42
87.74,215.66
1632.62,5475.14
111.52,208.28
26209.7,34262.9
278.8,1132.42
42199.7,19285.6
91.02,532.18
95.12,2650.24
68.06,284.54
323.9,1088.14
121.36,257.48
100.04,817.54
23556.1,24029.3
920.86,21465.1
64.78,184.5
79.54,239.44
650.26,18248.3
65140,86563.3
185825,198712
209.1,503.48
916.76,921.68
42335,46369.4
73.8,187.78
282.9,382.94
129.56,382.94
129116,140205
9953.98,12897.8
119.72,220.58
262143,262143
25168.3,24127.7
278.8,514.96
44.28,137.76
369.82,13466
63.96,227.14
541.2,6004.04
102.5,330.46
141.86,329.64
3754.78,52474.3
8183.6,29022.3
145.96,212.38
592.86,16248.3
21124.8,41322.3
90.2,388.68
155.8,213.2
17607.9,8141.78
76.26,337.84
126.28,250.1
95.12,246
146.78,244.36
41669.9,23232.2
120.54,263.22
2366.52,26005.5
55.76,167.28
203326,207866
16595.2,22538.5
4447.68,2668.28
4968.38,8251.66
82.82,86.1
100.86,804.42
98.4,166.46
140657,156813
31782.4,48190.6
623.2,10268.9
633.86,1661.32
185024,224863
47.56,108.24
768.34,15359.4
58.22,291.1
297.66,1617.04
53.3,121.36
89.38,292.74
102.5,229.6
18259.8,33079.6
175459,170521
65.6,752.76
191.06,413.28
112.34,208.28
97.58,151.7
9938.4,4960.18
91.02,190.24
10913.4,27946.4
205.82,369
146.78,358.34
4288.6,20586.1
99.22,277.16
83.64,179.58
479.7,1620.32
96.76,292.74
58.22,200.9
859.36,16140.1
130.38,255.02
173.02,495.28
792.12,1184.08
28833.7,40824.5
146.78,405.08
343.58,3946.66
56.58,177.12
3352.98,2351.76
31546.2,32034.9
1970.46,4446.04
215.66,585.48
113.98,215.66
118.9,223.04
226.32,382.94
29331.4,20491.8
711.76,15024
218167,188551
304.22,635.5
1111.1,23752.9
815.08,20786.2
420.66,742.92
114.8,386.22
97.58,229.6
5234.06,7156.14
115.62,769.98
4888.02,25060
193.52,437.06
23921.9,13138.9
12559.1,17956.4
62.32,236.98
2337.82,16678.8
18979.7,38737.6
40.18,72.98
126.28,240.26
681.42,4693.68
406.72,7660.44
3708.86,34015.2
214952,171047
104.96,173.84
100.86,543.66
121.36,228.78
370.64,455.1
139.4,216.48
89.38,162.36
59581.2,49161.5
58.22,148.42
4488.68,2119.7
37256.7,79835.2
127.92,263.22
464.12,7402.96
59.86,101.68
777.36,22846
228912,262143
3419.4,13190.5
46497.3,44933.5
44995.9,73856.6
285.36,1185.72
104.96,352.6
414.1,775.72
86.1,1902.4
111.52,218.12
77121,76921.7
86.1,192.7
98.4,985.64
19782.5,11673.5
1021.72,1521.92
152850,158848
8537.02,16035.1
540.38,3263.6
62.32,200.08
93.48,239.44
157467,165627
109.06,300.94
309.96,10226.2
127.1,238.62
1136.52,17220.8
81.18,419.02
136.12,224.68
141.86,285.36
117.26,263.22
220.58,346.04
114574,140919
207.46,480.52
88.56,143.5
60.68,231.24
19876.8,41732.3
225.5,5503.84
95.12,170.56
42.64,356.7
151420,157374
342.76,6498.5
77.9,108.24
100.86,642.06
1247.22,5508.76
3795.78,1553.9
9918.72,27112.5
117.26,345.22
55.76,198.44
196.8,769.98
238.62,6701.86
2491.98,7398.04
273.06,3265.24
72058.3,72448.6
91.84,187.78
53003.2,43920
595.32,11750.6
43742.9,60566
10240.2,21666.9
8759.24,10068
93.48,283.72
247289,207876
1165.22,1001.22
13087.2,27711.9
3717.06,4915.08
21374.1,44268.5
77.08,2107.4
96.76,365.72
21112.5,67421.2
104.96,267.32
59.86,429.68
69.7,217.3
1771.2,31419.9
198.44,464.12
1295.6,5143.04
1133.24,2938.06
139392,134555
63.14,206.64
98.4,1348.9
194561,262143
262143,262143
8665.76,23412.6
1763,16741.9
36.9,186.96
83.64,171.38
2337.82,20216.3
223.04,2824.08
71.34,133.66
314.06,329.64
208.28,2860.16
317.34,1040.58
115.62,364.08
219.76,1970.46
485.44,8014.68
146.78,271.42
112.34,259.94
619.1,1610.48
60.68,265.68
38585.9,55772.3
641.24,14013
1426.8,31743.8
1317.74,1626.88
95.12,246
77062,77578.6
1048.78,20514.8
3147.16,22195.8
40067.7,57736.2
388.68,1090.6
2096.74,21529.9
401.8,9902.32
118.08,223.04
77.08,128.74
231.24,3059.42
7556.3,5224.22
87.74,176.3
49.2,117.26
69851.7,64881.7
92.66,157.44
80.36,355.88
11740.8,26991.9
69.7,157.44
90413.2,58511.9
282.9,3534.2
112.34,402.62
1229.18,5034.8
105.78,159.9
171.38,1061.9
49.2,198.44
84.46,275.52
87733.4,84689.6
144792,116294
113.98,196.8
86.1,208.28
106.6,280.44
49314.8,48101.2
103.32,677.32
270.6,454.28
155.8,3817.92
17039.6,22238.4
22093.3,47851.9
15807.1,37925
40816.3,28355.6
71.34,103.32
3353.8,4330.42
154.16,344.4
446.9,4202.5
63.14,111.52
48.38,169.74
105.78,1110.28
457.56,3925.34
6808.46,30540.9
50.02,168.92
45463.3,45522.3
265.68,501.84
146.78,346.04
3200.46,10336.9
307.5,12644.4
215.66,465.76
970.06,1481.74
1148.82,25607
17882.6,7275.04
145205,158282
100.86,450.18
85.28,228.78
90.2,1337.42
208493,191818
80.36,328
14861.7,20619.7
72410.9,63955.9
143903,141704
254842,245134
17694,28528.6
47.56,100.04
22.14,92.66
3318.54,30558.1
13052.8,18465.6
6689.56,28937.8
988.1,27893.9
15.58,105.78
100.86,5467.76
44.28,131.2
665.02,13091.3
66.42,219.76
537.1,6948.68
127.1,365.72
104.14,394.42
223.86,268.14
132177,130988
22.96,116.44
54832.6,47751.9
1388.26,1154.56
170.56,372.28
413.28,5129.92
61.5,116.44
441.98,12128.6
96.76,190.24
70174.8,70529.8
2027.04,5445.62
259.94,209.1
24926.4,27308.5
123901,114673
81.18,538.74
48306.2,44684.3
3754.78,3092.22
92.66,257.48
81.18,154.98
10963.4,12442.7
20131.8,20714
756.86,6923.26
66558.6,51055.7
99.22,221.4
18076.1,17425.8
106.6,223.86
106.6,168.92
1553.08,21061.7
110.7,228.78
223.04,295.2
65049.8,78583.1
724.88,6669.88
169.74,344.4
2107.4,30915.6
34283.4,38840.1
134.48,3179.96
231.24,514.14
345.22,836.4
27053.4,23270
36973.8,15745.6
20.5,156.62
198.44,4928.2
1086.5,2523.14
529.72,811.8
6967.54,13317.6
164,869.2
74352.7,79953.3
4212.34,12313.1
368.18,5928.6
178234,151640
3124.2,1594.9
3589.96,3120.1
125.46,383.76
315.7,425.58
28059.6,33001.7
44.28,121.36
155033,145363
330.46,12097.5
262143,262143
49.2,148.42
259.12,2532.16
30442.5,24116.2
824.92,15416.8
496.1,1589.98
599.42,19385.6
113.16,173.84
86.92,195.16
79669.6,84538.7
5229.96,7236.5
13111.8,27074.8
59.86,229.6
131.2,233.7
87.74,188.6
90.2,207.46
103.32,182.86
101.68,252.56
99.22,484.62
54976.1,48588.3
169336,147730
92.66,190.24
1319.38,7001.98
342.76,2539.54
636.32,19457.8
109.06,269.78
47138.5,40439.1
87.74,199.26
3316.9,31343.7
290.28,5352.96
99.22,279.62
123.82,220.58
164,236.16
262143,262143
27.06,151.7
59555.8,71774.6
63.96,3001.2
36986.9,42378.4
125.46,186.14
195.98,747.84
86646.1,84094.3
395.24,11018.3
24316.3,27298.6
190998,190452
127.1,559.24
193736,175373
557.6,5717.86
37241.1,52571.8
51.66,232.06
28611.4,56000.3
12685.4,33242.8
111.52,2542
162853,143951
131.2,309.14
65.6,225.5
915.12,1275.1
533.82,17799.7
115.62,289.46
100603,101226
55.76,181.22
135.3,362.44
1672.8,32376.9
1904.04,24528.7
31613.5,69754.1
54.12,212.38
60802.2,48502.2
513.32,7907.26
307.5,2050.82
15813.7,16569.7
30094,43230.4
61.5,176.3
131.2,419.02
262143,262143
1246.4,22223.6
94.3,244.36
136.12,204.18
105.78,186.96
252.56,2537.9
227.96,1963.9
139.4,259.94
3006.94,5980.26
28171.1,42647.4
98.4,184.5
100.86,253.38
19328.2,43423.9
127.92,244.36
104.14,257.48
223653,262143
337.02,2616.62
61474.6,53745.3
56.58,138.58
640.42,19666.9
91.84,247.64
11799,8913.4
93.48,355.88
1097.16,5557.14
184.5,339.48
604.34,16469.7
23684.1,52036.4
80.36,202.54
188807,179569
67.24,177.12
297.66,466.58
170.56,363.26
473.14,22703.3
181.22,1549.8
13179,45592
7657.16,18816.5
262143,233902
86.1,259.94
231588,262143
11200.4,11157.7
115.62,188.6
184.5,300.94
86.92,168.92
96563.2,100456
112.34,273.88
110.7,199.26
123.82,219.76
50.02,130.38
634.68,20654.2
140.22,355.88
34339.1,49625.6
99.22,271.42
20738.6,20864.9
10351.7,26141.6
262143,262143
19803,27225.6
100130,107049
6601,60429.9
22487.7,37671.6
79.54,312.42
160338,168567
61.5,236.16
100.86,216.48
133.66,213.2
20.5,150.88
254.2,558.42
73311.3,105655
101.68,226.32
241.08,1423.52
54.94,215.66
3987.66,2317.32
880.68,687.16
67.24,303.4
894.62,8778.1
68.06,250.1
109.88,188.6
2774.88,22885.4
245582,255439
6184.44,9170.88
77007.8,72710.2
523.98,17367.6
416.56,6447.66
117123,119538
143.5,257.48
139.4,2033.6
9758.82,9557.92
93891.6,89073.3
42781,34567.9
83.64,147.6
61.5,1339.88
130.38,4466.54
218.12,878.22
113.16,291.1
79.54,218.94
206.64,275.52
118068,124628
79.54,225.5
705.2,3337.4
2171.36,13484.9
86.92,198.44
6226.26,28306.4
213184,262143
62.32,94.3
413.28,14661.6
109.88,146.78
150.06,245.18
259.12,1900.76
136.94,464.12
202.54,770.8
270.6,7817.06
86.92,289.46
106.6,228.78
236882,229360
2477.22,5315.24
12136.8,55823.1
3468.6,28774.6
332.1,843.78
36797.5,75162.8
58.22,152.52
2701.9,2191.86
2654.34,3182.42
6303.34,18180.2
904.46,3111.08
51.66,173.84
93.48,193.52
32541.7,33297.7
8400.9,11775.2
5198.8,31356
766.7,15956.4
5919.58,1348.9
50901.5,69630.3
27207.6,27735.7
5781.82,5308.68
410.82,12190.1
183.68,287.82
297.66,5894.98
50.84,391.96
121.36,4997.9
84.46,210.74
145.96,12865
100.86,216.48
934.8,1091.42
441.98,12566.5
130.38,255.02
100.04,195.16
62.32,176.3
9493.14,31261.7
4394.38,4424.72
100.86,255.84
85.28,246
195.16,272.24
145.96,354.24
39365.7,63178.5
175018,168905
1394.82,2825.72
130358,113871
2205.8,19160.1
14.76,420.66
1676.9,2742.08
87.74,400.16
3539.12,46668.7
285.36,428.04
7579.26,26068.6
92.66,363.26
1763,29330.6
16308.2,29860.3
3274.26,4351.74
86.92,2883.12
105.78,250.1
1689.2,20641
6274.64,2265.66
97.58,297.66
2085.26,6796.16
196.8,2354.22
212.38,362.44
12655.1,57279.5
77.08,285.36
97.58,221.4
83.64,562.52
50079.9,36815.5
69007.9,69980.4
49515.7,46512
150.06,2529.7
68789.8,81948.3
171.38,401.8
143.5,418.2
187.78,1378.42
218.12,520.7
113482,78442
385.4,9861.32
8195.9,43296.8
74.62,158.26
703.56,19818.6
8701.02,12076.1
96.76,141.86
1238.2,17177.4
208414,223441
262143,262143
46.74,255.02
138673,117221
330.46,1537.5
199318,192077
5735.08,9545.62
24601.6,18309.8
118.08,260.76
206089,210351
96.76,276.34
44105.3,63113.8
11636.6,21628.3
3207.84,32603.2
208142,239882
25078.1,26882.1
72.98,272.24
145.96,260.76
200508,207642
59.86,187.78
74.62,135.3
12422.2,8658.38
186.14,482.98
300.12,391.14
74.62,202.54
1092.24,3260.32
15921.1,37867.6
21194.5,69075.2
117.26,269.78
313.24,8614.1
