Comp-FITC-A,Comp-Texas Red-A,
263,257,1.023346304
253,244,1.036885246
257,248,1.036290323
288,270,1.066666667
266,253,1.051383399
280,567,0.49382716
276,246,1.12195122
256,247,1.036437247
652,520,1.253846154
247,241,1.024896266
1023,932,1.097639485
564,536,1.052238806
256,239,1.071129707
793,776,1.021907216
777,677,1.147710487
252,242,1.041322314
297,272,1.091911765
319,463,0.688984881
393,571,0.6882662
247,240,1.029166667
449,558,0.804659498
247,239,1.033472803
800,789,1.013941698
271,256,1.05859375
254,244,1.040983607
249,243,1.024691358
400,684,0.584795322
308,494,0.623481781
261,250,1.044
288,316,0.911392405
269,244,1.102459016
921,598,1.540133779
356,636,0.559748428
996,807,1.234200743
1015,877,1.157354618
276,415,0.665060241
681,637,1.069073783
258,248,1.040322581
263,260,1.011538462
283,254,1.114173228
1023,868,1.178571429
872,668,1.305389222
280,253,1.106719368
378,280,1.35
1023,859,1.190919674
573,635,0.902362205
270,245,1.102040816
267,248,1.076612903
837,677,1.23633678
330,270,1.222222222
305,345,0.884057971
257,245,1.048979592
264,421,0.627078385
268,256,1.046875
253,243,1.041152263
279,247,1.129554656
992,829,1.196622437
597,365,1.635616438
721,339,2.126843658
251,248,1.012096774
871,719,1.211404729
260,243,1.069958848
309,278,1.111510791
921,770,1.196103896
862,644,1.338509317
252,248,1.016129032
762,435,1.751724138
833,589,1.41426146
241,231,1.043290043
252,238,1.058823529
419,652,0.642638037
982,807,1.21685254
261,252,1.035714286
695,607,1.144975288
781,711,1.098452883
1023,876,1.167808219
1023,899,1.137931034
343,518,0.662162162
413,674,0.612759644
415,695,0.597122302
292,539,0.54174397
969,830,1.16746988
247,236,1.046610169
292,262,1.114503817
270,518,0.521235521
820,719,1.140472879
793,588,1.348639456
262,246,1.06504065
254,242,1.049586777
319,302,1.056291391
251,245,1.024489796
254,242,1.049586777
616,422,1.45971564
265,245,1.081632653
824,796,1.035175879
675,609,1.108374384
260,247,1.052631579
531,608,0.873355263
985,805,1.223602484
255,248,1.028225806
245,244,1.004098361
811,621,1.305958132
247,246,1.004065041
313,443,0.706546275
263,249,1.0562249
338,553,0.611211573
244,242,1.008264463
1023,880,1.1625
249,249,1
370,435,0.850574713
972,795,1.222641509
742,510,1.454901961
631,408,1.546568627
650,561,1.158645276
264,250,1.056
743,718,1.034818942
265,259,1.023166023
288,268,1.074626866
484,294,1.646258503
516,421,1.225653207
289,261,1.107279693
801,689,1.162554427
348,636,0.547169811
646,609,1.060755337
361,627,0.575757576
262,307,0.853420195
961,783,1.227330779
267,249,1.072289157
251,239,1.050209205
251,240,1.045833333
318,441,0.721088435
761,596,1.276845638
889,740,1.201351351
247,237,1.042194093
256,243,1.053497942
496,587,0.844974446
658,668,0.98502994
345,301,1.146179402
248,241,1.029045643
726,487,1.490759754
910,730,1.246575342
266,244,1.090163934
260,246,1.056910569
311,260,1.196153846
270,253,1.067193676
261,252,1.035714286
281,278,1.010791367
276,264,1.045454545
260,250,1.04
261,246,1.06097561
1023,722,1.416897507
996,784,1.270408163
802,701,1.144079886
663,466,1.422746781
1022,959,1.065693431
254,241,1.053941909
563,543,1.036832413
710,780,0.91025641
248,271,0.915129151
1022,964,1.060165975
345,527,0.654648956
968,775,1.249032258
258,242,1.066115702
966,790,1.22278481
262,259,1.011583012
382,524,0.729007634
554,684,0.80994152
278,257,1.081712062
684,642,1.065420561
448,479,0.935281837
244,246,0.991869919
322,532,0.605263158
288,254,1.133858268
298,268,1.111940299
290,254,1.141732283
268,255,1.050980392
853,678,1.258112094
270,255,1.058823529
913,765,1.193464052
299,269,1.111524164
296,535,0.553271028
266,251,1.059760956
295,263,1.121673004
257,243,1.057613169
248,244,1.016393443
314,275,1.141818182
885,710,1.246478873
269,263,1.022813688
420,316,1.329113924
261,257,1.015564202
967,826,1.170702179
446,690,0.646376812
420,632,0.664556962
249,249,1
250,485,0.515463918
245,244,1.004098361
237,232,1.021551724
298,270,1.103703704
274,265,1.033962264
747,581,1.285714286
663,656,1.010670732
252,241,1.045643154
269,250,1.076
1022,1001,1.020979021
278,252,1.103174603
945,745,1.268456376
1023,857,1.19369895
433,521,0.83109405
256,243,1.053497942
898,688,1.305232558
849,656,1.294207317
246,242,1.016528926
270,254,1.062992126
252,248,1.016129032
955,855,1.116959064
263,253,1.039525692
249,247,1.008097166
359,266,1.34962406
337,609,0.553366174
256,243,1.053497942
364,288,1.263888889
304,262,1.160305344
337,319,1.056426332
884,669,1.321375187
246,238,1.033613445
259,253,1.023715415
922,698,1.320916905
316,301,1.049833887
584,596,0.979865772
242,235,1.029787234
354,248,1.427419355
273,384,0.7109375
814,463,1.758099352
263,247,1.064777328
449,534,0.84082397
305,270,1.12962963
417,417,1
266,250,1.064
763,626,1.21884984
306,269,1.137546468
298,265,1.124528302
824,572,1.440559441
250,243,1.028806584
865,729,1.186556927
247,235,1.05106383
251,242,1.037190083
247,239,1.033472803
518,514,1.007782101
254,270,0.940740741
567,445,1.274157303
383,524,0.730916031
254,241,1.053941909
351,593,0.591905565
360,662,0.543806647
303,252,1.202380952
331,280,1.182142857
335,525,0.638095238
255,243,1.049382716
257,244,1.053278689
426,542,0.78597786
256,245,1.044897959
304,288,1.055555556
299,266,1.12406015
267,260,1.026923077
246,244,1.008196721
283,269,1.05204461
433,341,1.269794721
348,403,0.863523573
629,599,1.050083472
343,469,0.731343284
241,235,1.025531915
1023,938,1.090618337
285,232,1.228448276
761,681,1.117474302
583,253,2.304347826
246,238,1.033613445
288,326,0.883435583
540,359,1.504178273
369,579,0.637305699
298,514,0.579766537
295,264,1.117424242
378,307,1.231270358
957,769,1.244473342
243,241,1.008298755
352,569,0.618629174
836,747,1.11914324
480,688,0.697674419
889,682,1.303519062
270,279,0.967741935
283,256,1.10546875
636,309,2.058252427
334,656,0.509146341
246,245,1.004081633
841,732,1.148907104
252,565,0.446017699
838,626,1.338658147
453,644,0.703416149
536,454,1.18061674
931,570,1.633333333
239,235,1.017021277
438,254,1.724409449
249,240,1.0375
268,502,0.533864542
264,248,1.064516129
820,733,1.118690314
258,244,1.057377049
295,276,1.06884058
326,428,0.761682243
910,686,1.326530612
265,267,0.992509363
427,407,1.049140049
565,479,1.17954071
255,245,1.040816327
367,305,1.203278689
255,246,1.036585366
830,682,1.217008798
315,328,0.960365854
252,237,1.063291139
322,547,0.588665448
391,353,1.107648725
1023,885,1.155932203
833,690,1.207246377
251,258,0.972868217
321,259,1.239382239
383,297,1.28956229
393,403,0.975186104
882,641,1.375975039
972,817,1.189718482
297,276,1.076086957
247,241,1.024896266
945,713,1.325385694
833,702,1.186609687
399,294,1.357142857
606,664,0.912650602
1023,908,1.126651982
238,236,1.008474576
892,814,1.095823096
249,242,1.02892562
255,247,1.032388664
1023,895,1.14301676
385,449,0.857461024
913,739,1.235453315
273,250,1.092
275,395,0.696202532
278,266,1.045112782
263,246,1.069105691
252,244,1.032786885
270,249,1.084337349
255,375,0.68
248,344,0.720930233
593,668,0.887724551
987,807,1.223048327
728,657,1.108066971
708,359,1.972144847
319,275,1.16
950,775,1.225806452
243,235,1.034042553
273,262,1.041984733
758,639,1.186228482
261,255,1.023529412
296,413,0.716707022
252,241,1.045643154
258,243,1.061728395
426,357,1.193277311
1023,884,1.157239819
251,242,1.037190083
777,753,1.03187251
259,246,1.052845528
749,633,1.183254344
322,522,0.616858238
271,260,1.042307692
547,684,0.799707602
439,269,1.63197026
255,251,1.015936255
546,471,1.159235669
726,455,1.595604396
272,583,0.466552316
617,319,1.934169279
257,246,1.044715447
983,812,1.210591133
933,774,1.205426357
247,243,1.016460905
1021,875,1.166857143
246,240,1.025
244,240,1.016666667
748,652,1.147239264
836,654,1.278287462
248,236,1.050847458
826,639,1.292644757
281,256,1.09765625
247,236,1.046610169
855,711,1.202531646
775,520,1.490384615
279,281,0.992882562
455,651,0.698924731
376,272,1.382352941
265,248,1.068548387
302,258,1.170542636
260,246,1.056910569
260,240,1.083333333
279,258,1.081395349
921,733,1.256480218
921,663,1.389140271
418,678,0.616519174
787,663,1.187028658
247,243,1.016460905
257,245,1.048979592
480,305,1.573770492
988,773,1.278137128
718,365,1.967123288
1023,766,1.335509138
590,573,1.029668412
947,815,1.16196319
267,248,1.076612903
273,252,1.083333333
264,249,1.060240964
254,250,1.016
282,260,1.084615385
357,608,0.587171053
271,450,0.602222222
253,242,1.045454545
652,787,0.828462516
429,686,0.625364431
263,249,1.0562249
407,287,1.418118467
275,254,1.082677165
238,238,1
861,672,1.28125
307,373,0.8230563
279,333,0.837837838
254,280,0.907142857
257,250,1.028
255,243,1.049382716
262,244,1.073770492
932,755,1.234437086
800,689,1.161103048
335,370,0.905405405
262,244,1.073770492
817,718,1.137883008
330,369,0.894308943
262,239,1.09623431
653,399,1.636591479
311,283,1.098939929
261,246,1.06097561
258,250,1.032
488,606,0.805280528
260,249,1.044176707
250,244,1.024590164
339,623,0.544141252
667,728,0.916208791
659,376,1.752659574
255,243,1.049382716
267,248,1.076612903
265,248,1.068548387
765,750,1.02
385,431,0.893271462
256,242,1.05785124
708,254,2.787401575
332,551,0.602540835
241,252,0.956349206
831,697,1.192252511
254,246,1.032520325
276,322,0.857142857
752,647,1.162287481
865,594,1.456228956
542,642,0.84423676
274,266,1.030075188
297,262,1.133587786
285,265,1.075471698
278,257,1.081712062
825,654,1.26146789
272,244,1.114754098
391,681,0.574155653
272,261,1.042145594
297,264,1.125
434,565,0.768141593
1023,926,1.10475162
249,238,1.046218487
691,431,1.60324826
247,276,0.894927536
469,573,0.818499127
249,241,1.033195021
304,382,0.795811518
706,643,1.097978227
241,236,1.021186441
255,251,1.015936255
564,566,0.996466431
265,245,1.081632653
687,710,0.967605634
764,592,1.290540541
258,246,1.048780488
518,493,1.050709939
282,266,1.060150376
401,523,0.766730402
253,249,1.016064257
341,618,0.551779935
879,671,1.309985097
273,253,1.079051383
285,262,1.08778626
308,579,0.531951641
336,282,1.191489362
713,728,0.979395604
268,249,1.076305221
367,310,1.183870968
668,559,1.194991055
260,394,0.659898477
820,694,1.181556196
317,283,1.120141343
247,235,1.05106383
889,752,1.182180851
255,242,1.053719008
244,240,1.016666667
253,239,1.058577406
255,296,0.861486486
379,627,0.60446571
806,697,1.156384505
377,610,0.618032787
1002,838,1.195704057
714,538,1.327137546
248,240,1.033333333
645,319,2.021943574
255,240,1.0625
576,699,0.824034335
1022,977,1.046059365
1023,870,1.175862069
254,234,1.085470085
726,385,1.885714286
949,778,1.219794344
284,288,0.986111111
499,578,0.863321799
281,258,1.089147287
264,252,1.047619048
251,248,1.012096774
803,690,1.163768116
1023,892,1.146860987
318,279,1.139784946
287,261,1.099616858
403,274,1.47080292
363,627,0.578947368
296,280,1.057142857
1022,961,1.063475546
1022,984,1.038617886
345,513,0.67251462
475,291,1.632302405
257,264,0.973484848
277,261,1.061302682
260,246,1.056910569
454,338,1.343195266
685,549,1.247723133
266,255,1.043137255
770,549,1.402550091
983,813,1.209102091
397,251,1.581673307
246,243,1.012345679
420,514,0.817120623
271,255,1.062745098
469,401,1.16957606
915,744,1.22983871
947,801,1.18227216
1023,776,1.318298969
239,236,1.012711864
338,545,0.620183486
871,809,1.076637824
256,243,1.053497942
570,489,1.165644172
435,239,1.820083682
275,251,1.09561753
275,372,0.739247312
392,658,0.595744681
349,579,0.602763385
268,255,1.050980392
340,633,0.537124803
251,240,1.045833333
963,840,1.146428571
294,520,0.565384615
233,238,0.978991597
292,308,0.948051948
255,246,1.036585366
466,485,0.960824742
759,488,1.555327869
267,264,1.011363636
318,472,0.673728814
248,236,1.050847458
280,259,1.081081081
284,476,0.596638655
326,270,1.207407407
296,573,0.516579407
271,469,0.57782516
247,249,0.991967871
290,439,0.660592255
306,275,1.112727273
276,256,1.078125
265,239,1.108786611
240,237,1.012658228
432,334,1.293413174
280,482,0.580912863
841,665,1.264661654
280,267,1.048689139
248,245,1.012244898
439,245,1.791836735
479,244,1.963114754
974,736,1.323369565
250,241,1.037344398
646,653,0.989280245
292,270,1.081481481
289,259,1.115830116
289,253,1.14229249
257,245,1.048979592
293,248,1.181451613
689,545,1.264220183
310,267,1.161048689
1018,852,1.194835681
498,713,0.698457223
990,797,1.242158093
318,539,0.589981447
1000,865,1.156069364
269,243,1.106995885
241,233,1.034334764
265,244,1.086065574
249,240,1.0375
282,267,1.056179775
1017,859,1.183934808
248,248,1
627,326,1.923312883
308,467,0.659528908
262,251,1.043824701
315,537,0.586592179
398,647,0.615146832
456,370,1.232432432
587,315,1.863492063
970,818,1.185819071
731,599,1.220367279
666,460,1.447826087
785,719,1.091794159
258,250,1.032
893,683,1.307467057
266,261,1.019157088
270,253,1.067193676
239,239,1
1023,928,1.10237069
279,263,1.060836502
338,529,0.638941399
256,249,1.02811245
413,502,0.822709163
834,680,1.226470588
929,723,1.284923928
692,632,1.094936709
383,412,0.92961165
285,255,1.117647059
338,617,0.547811994
269,257,1.046692607
260,248,1.048387097
266,247,1.076923077
610,567,1.075837743
243,241,1.008298755
1018,858,1.186480186
834,695,1.2
266,252,1.055555556
298,493,0.604462475
813,643,1.264385692
251,237,1.05907173
378,457,0.827133479
255,256,0.99609375
254,246,1.032520325
1023,884,1.157239819
289,462,0.625541126
284,251,1.131474104
598,675,0.885925926
340,282,1.205673759
666,663,1.004524887
256,246,1.040650407
875,663,1.319758673
849,754,1.125994695
607,242,2.508264463
267,252,1.05952381
254,284,0.894366197
352,332,1.060240964
268,248,1.080645161
312,301,1.03654485
967,797,1.213299875
769,764,1.006544503
1023,931,1.098818475
248,242,1.024793388
852,670,1.271641791
497,601,0.826955075
873,781,1.117797695
247,373,0.662198391
359,575,0.624347826
263,259,1.015444015
312,514,0.607003891
253,244,1.036885246
270,261,1.034482759
269,484,0.555785124
264,243,1.086419753
955,779,1.22593068
470,551,0.852994555
881,671,1.312965723
1013,867,1.16839677
268,254,1.05511811
244,240,1.016666667
839,795,1.055345912
238,241,0.987551867
431,646,0.667182663
299,465,0.643010753
473,573,0.82547993
333,287,1.160278746
280,365,0.767123288
609,447,1.362416107
384,646,0.594427245
961,767,1.252933507
1023,916,1.116812227
259,258,1.003875969
821,739,1.110960758
653,685,0.953284672
241,237,1.016877637
534,704,0.758522727
1022,982,1.040733198
249,239,1.041841004
322,564,0.570921986
256,241,1.062240664
491,261,1.881226054
270,249,1.084337349
680,805,0.844720497
958,763,1.255570118
858,658,1.303951368
1002,833,1.202881152
887,440,2.015909091
729,532,1.370300752
652,375,1.738666667
859,658,1.305471125
314,280,1.121428571
257,245,1.048979592
248,245,1.012244898
653,673,0.970282318
251,252,0.996031746
272,255,1.066666667
601,449,1.338530067
276,246,1.12195122
362,630,0.574603175
525,684,0.76754386
1022,1011,1.010880317
293,254,1.153543307
251,238,1.054621849
270,246,1.097560976
862,766,1.125326371
545,654,0.833333333
250,237,1.054852321
793,583,1.360205832
257,279,0.921146953
268,257,1.042801556
277,252,1.099206349
930,764,1.217277487
253,250,1.012
258,245,1.053061224
269,323,0.832817337
310,274,1.131386861
247,241,1.024896266
329,440,0.747727273
710,708,1.002824859
247,239,1.033472803
279,251,1.111553785
1008,842,1.197149644
265,248,1.068548387
855,636,1.344339623
578,633,0.913112164
988,830,1.190361446
863,737,1.170963365
286,241,1.186721992
251,239,1.050209205
961,764,1.257853403
250,240,1.041666667
508,611,0.831423895
567,671,0.845007452
824,720,1.144444444
257,242,1.061983471
252,242,1.041322314
