Comp-FITC-A,Comp-Texas Red-A,
266,246,1.081300813
901,632,1.425632911
269,250,1.076
724,649,1.115562404
269,253,1.063241107
240,239,1.0041841
947,804,1.177860697
267,282,0.946808511
1023,909,1.125412541
578,421,1.372921615
356,309,1.15210356
464,269,1.724907063
433,644,0.672360248
367,587,0.625212947
259,261,0.992337165
741,446,1.661434978
374,649,0.576271186
425,684,0.621345029
856,753,1.136786189
791,648,1.220679012
652,740,0.881081081
882,725,1.216551724
246,241,1.020746888
353,583,0.605488851
277,248,1.116935484
244,239,1.020920502
763,711,1.073136428
1023,889,1.150731159
291,418,0.696172249
809,610,1.326229508
254,235,1.080851064
304,463,0.656587473
267,249,1.072289157
254,245,1.036734694
261,249,1.048192771
257,247,1.04048583
269,249,1.080321285
415,415,1
787,744,1.057795699
865,723,1.196403873
263,240,1.095833333
492,705,0.69787234
1013,853,1.187573271
312,268,1.164179104
279,257,1.085603113
854,674,1.267062315
299,282,1.060283688
271,250,1.084
275,309,0.889967638
361,328,1.100609756
377,625,0.6032
983,753,1.305444887
260,241,1.078838174
256,244,1.049180328
246,245,1.004081633
268,254,1.05511811
1000,793,1.261034048
257,245,1.048979592
331,486,0.681069959
925,802,1.153366584
833,764,1.090314136
391,694,0.563400576
279,249,1.120481928
266,257,1.035019455
303,275,1.101818182
283,247,1.145748988
386,643,0.600311042
339,332,1.021084337
269,455,0.591208791
307,279,1.100358423
269,262,1.026717557
957,802,1.193266833
968,816,1.18627451
241,242,0.995867769
256,262,0.977099237
614,443,1.386004515
271,254,1.066929134
295,492,0.599593496
920,615,1.495934959
239,247,0.967611336
479,514,0.931906615
436,328,1.329268293
773,539,1.434137291
285,262,1.08778626
911,675,1.34962963
1023,946,1.081395349
233,231,1.008658009
926,777,1.191763192
261,245,1.065306122
307,250,1.228
258,240,1.075
265,240,1.104166667
258,240,1.075
274,263,1.041825095
421,394,1.068527919
344,254,1.354330709
307,278,1.104316547
724,663,1.092006033
437,392,1.114795918
259,249,1.040160643
257,475,0.541052632
789,683,1.155197657
606,566,1.070671378
270,254,1.062992126
340,318,1.06918239
852,655,1.300763359
474,375,1.264
315,544,0.579044118
286,266,1.07518797
266,256,1.0390625
261,247,1.056680162
350,663,0.527903469
269,251,1.071713147
293,267,1.097378277
275,286,0.961538462
793,776,1.021907216
288,572,0.503496503
250,315,0.793650794
595,696,0.854885057
357,418,0.854066986
845,785,1.076433121
283,266,1.063909774
349,616,0.566558442
259,256,1.01171875
521,675,0.771851852
265,247,1.072874494
263,247,1.064777328
338,299,1.130434783
273,260,1.05
278,484,0.574380165
248,239,1.037656904
333,622,0.535369775
645,476,1.355042017
376,619,0.607431341
268,275,0.974545455
258,245,1.053061224
291,277,1.050541516
354,612,0.578431373
650,682,0.953079179
277,250,1.108
287,252,1.138888889
685,415,1.65060241
440,687,0.640465793
371,634,0.585173502
899,712,1.262640449
249,242,1.02892562
271,251,1.079681275
735,605,1.214876033
251,240,1.045833333
251,240,1.045833333
288,255,1.129411765
262,243,1.0781893
735,434,1.693548387
1023,923,1.108342362
276,304,0.907894737
261,272,0.959558824
744,699,1.064377682
264,536,0.492537313
277,413,0.670702179
292,259,1.127413127
815,562,1.450177936
416,656,0.634146341
775,655,1.183206107
269,255,1.054901961
281,249,1.128514056
302,271,1.114391144
791,723,1.094052559
1023,897,1.140468227
244,247,0.987854251
979,820,1.193902439
268,247,1.085020243
811,724,1.120165746
603,588,1.025510204
386,652,0.59202454
408,270,1.511111111
260,251,1.035856574
257,268,0.958955224
254,245,1.036734694
415,677,0.612998523
652,414,1.574879227
353,513,0.688109162
292,543,0.537753223
1016,862,1.178654292
551,392,1.405612245
433,586,0.73890785
266,248,1.072580645
802,784,1.022959184
290,257,1.128404669
284,497,0.571428571
293,244,1.200819672
823,588,1.399659864
263,247,1.064777328
416,455,0.914285714
250,237,1.054852321
938,768,1.221354167
252,243,1.037037037
272,249,1.092369478
250,241,1.037344398
963,750,1.284
386,653,0.591117917
255,242,1.053719008
264,261,1.011494253
267,251,1.06374502
889,671,1.324888227
272,252,1.079365079
883,828,1.066425121
1023,852,1.200704225
246,241,1.020746888
267,250,1.068
979,703,1.392603129
274,255,1.074509804
259,249,1.040160643
247,241,1.024896266
528,662,0.797583082
852,654,1.302752294
239,234,1.021367521
260,249,1.044176707
866,765,1.132026144
1000,805,1.242236025
283,267,1.059925094
683,419,1.630071599
727,659,1.103186646
790,727,1.086657497
436,286,1.524475524
776,733,1.058663029
386,519,0.743737958
803,625,1.2848
929,704,1.319602273
257,243,1.057613169
243,238,1.021008403
244,244,1
252,246,1.024390244
267,257,1.038910506
277,248,1.116935484
361,587,0.614991482
244,238,1.025210084
517,522,0.990421456
249,247,1.008097166
395,312,1.266025641
290,333,0.870870871
373,456,0.817982456
275,525,0.523809524
335,586,0.571672355
269,251,1.071713147
805,742,1.08490566
468,374,1.251336898
264,243,1.086419753
466,267,1.745318352
278,466,0.596566524
823,708,1.162429379
809,580,1.394827586
245,235,1.042553191
343,593,0.57841484
269,256,1.05078125
550,554,0.992779783
555,390,1.423076923
274,273,1.003663004
259,256,1.01171875
512,418,1.224880383
252,240,1.05
521,649,0.802773498
825,566,1.457597173
323,279,1.157706093
252,244,1.032786885
380,670,0.567164179
291,261,1.114942529
247,240,1.029166667
251,239,1.050209205
649,632,1.026898734
252,242,1.041322314
255,246,1.036585366
244,236,1.033898305
234,233,1.004291845
308,412,0.747572816
274,250,1.096
258,240,1.075
315,264,1.193181818
317,279,1.136200717
343,625,0.5488
264,250,1.056
339,532,0.637218045
560,571,0.980735552
257,238,1.079831933
600,724,0.828729282
342,257,1.3307393
1023,917,1.115594329
453,662,0.68429003
444,302,1.470198675
282,495,0.56969697
1011,898,1.125835189
721,674,1.069732938
258,242,1.066115702
299,319,0.937304075
809,671,1.205663189
246,242,1.016528926
548,375,1.461333333
291,322,0.903726708
255,244,1.045081967
249,240,1.0375
297,407,0.72972973
270,244,1.106557377
246,240,1.025
919,682,1.347507331
420,665,0.631578947
504,373,1.351206434
330,311,1.061093248
270,257,1.050583658
267,248,1.076612903
274,259,1.057915058
246,242,1.016528926
260,248,1.048387097
254,247,1.028340081
361,650,0.555384615
1023,870,1.175862069
665,682,0.975073314
729,464,1.57112069
266,250,1.064
339,330,1.027272727
257,241,1.066390041
284,262,1.083969466
282,262,1.076335878
292,257,1.13618677
914,732,1.24863388
689,583,1.181818182
801,790,1.013924051
312,279,1.11827957
256,244,1.049180328
662,780,0.848717949
307,268,1.145522388
303,270,1.122222222
266,244,1.090163934
1012,901,1.123196448
256,245,1.044897959
339,405,0.837037037
287,312,0.919871795
1023,879,1.163822526
387,566,0.683745583
255,247,1.032388664
288,253,1.138339921
255,247,1.032388664
1007,851,1.183313749
258,238,1.084033613
253,246,1.028455285
929,774,1.200258398
265,248,1.068548387
256,246,1.040650407
242,242,1
284,260,1.092307692
250,242,1.033057851
252,243,1.037037037
247,245,1.008163265
436,306,1.424836601
248,243,1.020576132
259,242,1.070247934
999,850,1.175294118
273,255,1.070588235
393,316,1.243670886
343,600,0.571666667
270,254,1.062992126
832,583,1.427101201
460,365,1.260273973
303,261,1.16091954
1023,914,1.119256018
287,516,0.55620155
266,259,1.027027027
269,286,0.940559441
483,317,1.523659306
338,242,1.396694215
275,258,1.065891473
798,468,1.705128205
247,240,1.029166667
383,808,0.474009901
252,240,1.05
282,258,1.093023256
295,560,0.526785714
254,240,1.058333333
249,243,1.024691358
743,687,1.081513828
834,706,1.181303116
252,245,1.028571429
261,248,1.052419355
746,668,1.116766467
409,341,1.19941349
845,609,1.387520525
972,806,1.205955335
476,280,1.7
262,249,1.052208835
280,245,1.142857143
430,377,1.140583554
248,245,1.012244898
293,260,1.126923077
400,617,0.648298217
724,574,1.261324042
489,370,1.321621622
378,456,0.828947368
654,818,0.799511002
309,335,0.92238806
916,745,1.229530201
255,245,1.040816327
252,241,1.045643154
805,640,1.2578125
267,250,1.068
1023,876,1.167808219
249,236,1.055084746
265,308,0.86038961
452,273,1.655677656
267,245,1.089795918
798,598,1.334448161
669,798,0.838345865
246,239,1.029288703
449,486,0.923868313
271,257,1.054474708
265,326,0.812883436
289,252,1.146825397
253,249,1.016064257
254,244,1.040983607
606,536,1.130597015
875,747,1.171352075
325,603,0.538971808
260,252,1.031746032
377,671,0.561847988
1023,853,1.1992966
482,586,0.822525597
258,249,1.036144578
270,248,1.088709677
265,249,1.064257028
362,552,0.655797101
1023,632,1.618670886
257,245,1.048979592
310,269,1.152416357
388,498,0.779116466
412,624,0.66025641
1023,851,1.202115159
303,320,0.946875
288,245,1.175510204
284,449,0.632516704
442,298,1.483221477
333,624,0.533653846
255,246,1.036585366
346,281,1.231316726
321,294,1.091836735
292,332,0.879518072
286,274,1.04379562
270,253,1.067193676
325,270,1.203703704
348,289,1.204152249
967,748,1.292780749
247,243,1.016460905
254,244,1.040983607
870,693,1.255411255
252,249,1.012048193
269,406,0.662561576
319,273,1.168498168
251,244,1.028688525
522,666,0.783783784
647,558,1.159498208
977,806,1.212158809
1019,847,1.203069658
688,387,1.777777778
976,790,1.235443038
858,679,1.263622975
258,245,1.053061224
267,249,1.072289157
887,790,1.12278481
359,458,0.783842795
291,503,0.578528827
286,580,0.493103448
1022,969,1.054695562
384,341,1.126099707
278,270,1.02962963
265,241,1.099585062
818,717,1.140864714
941,740,1.271621622
810,731,1.108071135
362,246,1.471544715
348,616,0.564935065
283,378,0.748677249
419,411,1.01946472
382,421,0.90736342
988,812,1.216748768
404,614,0.657980456
270,241,1.12033195
308,508,0.606299213
761,704,1.080965909
278,260,1.069230769
272,262,1.038167939
266,256,1.0390625
305,264,1.15530303
247,242,1.020661157
367,294,1.24829932
1004,822,1.221411192
252,245,1.028571429
1019,884,1.152714932
688,400,1.72
243,245,0.991836735
346,380,0.910526316
639,279,2.290322581
928,672,1.380952381
343,408,0.840686275
251,241,1.041493776
570,389,1.46529563
327,427,0.765807963
374,609,0.614121511
259,245,1.057142857
257,249,1.032128514
246,242,1.016528926
422,602,0.700996678
314,265,1.18490566
328,611,0.536824877
863,682,1.265395894
365,369,0.989159892
261,241,1.082987552
1023,896,1.141741071
265,240,1.104166667
960,827,1.160822249
373,396,0.941919192
750,589,1.273344652
254,299,0.849498328
348,256,1.359375
860,621,1.384863124
252,241,1.045643154
252,251,1.003984064
990,549,1.803278689
270,256,1.0546875
722,409,1.765281174
359,667,0.538230885
791,668,1.184131737
957,792,1.208333333
261,247,1.056680162
252,374,0.673796791
474,285,1.663157895
298,544,0.547794118
268,249,1.076305221
1022,952,1.073529412
262,260,1.007692308
470,641,0.733229329
610,323,1.888544892
248,241,1.029045643
269,257,1.046692607
249,241,1.033195021
436,692,0.630057803
738,634,1.164037855
340,302,1.125827815
252,246,1.024390244
338,266,1.270676692
262,251,1.043824701
299,418,0.715311005
275,337,0.816023739
259,246,1.052845528
253,247,1.024291498
905,630,1.436507937
273,259,1.054054054
890,738,1.20596206
270,254,1.062992126
350,382,0.916230366
1023,916,1.116812227
254,248,1.024193548
244,237,1.029535865
246,237,1.037974684
249,289,0.861591696
265,247,1.072874494
872,743,1.173620458
824,644,1.279503106
246,246,1
851,741,1.148448043
703,605,1.161983471
858,661,1.298033283
257,257,1
266,254,1.047244094
914,787,1.1613723
466,640,0.728125
517,681,0.75917768
451,704,0.640625
1023,904,1.131637168
333,591,0.563451777
286,267,1.071161049
361,446,0.80941704
894,489,1.828220859
272,243,1.119341564
293,259,1.131274131
1022,968,1.055785124
903,730,1.236986301
241,239,1.008368201
257,244,1.053278689
260,240,1.083333333
382,624,0.612179487
859,725,1.184827586
450,512,0.87890625
883,698,1.26504298
606,660,0.918181818
259,250,1.036
262,456,0.574561404
304,284,1.070422535
276,254,1.086614173
675,699,0.965665236
260,247,1.052631579
345,270,1.277777778
483,362,1.334254144
257,239,1.075313808
304,292,1.04109589
730,820,0.890243902
254,242,1.049586777
745,551,1.352087114
296,280,1.057142857
274,259,1.057915058
895,748,1.196524064
409,284,1.440140845
859,700,1.227142857
245,238,1.029411765
404,667,0.605697151
322,258,1.248062016
249,245,1.016326531
484,286,1.692307692
297,576,0.515625
286,251,1.139442231
252,243,1.037037037
997,850,1.172941176
473,695,0.68057554
877,678,1.293510324
245,240,1.020833333
266,254,1.047244094
603,312,1.932692308
879,737,1.192672999
324,575,0.563478261
279,467,0.597430407
263,251,1.047808765
618,378,1.634920635
245,237,1.033755274
404,666,0.606606607
271,446,0.607623318
265,484,0.547520661
323,284,1.137323944
260,243,1.069958848
238,238,1
734,423,1.735224586
1023,891,1.148148148
762,696,1.094827586
273,247,1.105263158
243,238,1.021008403
519,251,2.067729084
286,266,1.07518797
352,410,0.858536585
454,622,0.729903537
399,574,0.695121951
246,238,1.033613445
342,600,0.57
270,248,1.088709677
913,727,1.255845942
408,302,1.350993377
347,605,0.573553719
308,281,1.096085409
802,723,1.109266943
908,792,1.146464646
267,264,1.011363636
871,735,1.185034014
277,470,0.589361702
776,547,1.418647166
272,277,0.981949458
338,655,0.516030534
345,281,1.227758007
1023,864,1.184027778
941,739,1.273342355
249,240,1.0375
1022,980,1.042857143
255,244,1.045081967
1023,894,1.144295302
255,243,1.049382716
913,794,1.149874055
1023,906,1.129139073
1022,963,1.061266874
238,281,0.846975089
947,737,1.284938942
843,401,2.102244389
262,242,1.082644628
921,501,1.838323353
262,250,1.048
414,647,0.639876352
301,280,1.075
326,295,1.105084746
286,266,1.07518797
448,662,0.67673716
259,240,1.079166667
311,490,0.634693878
279,529,0.527410208
282,259,1.088803089
283,262,1.080152672
765,503,1.520874751
264,258,1.023255814
284,270,1.051851852
265,254,1.043307087
1023,862,1.186774942
246,238,1.033613445
596,285,2.09122807
1023,900,1.136666667
271,245,1.106122449
271,255,1.062745098
266,539,0.493506494
326,364,0.895604396
827,528,1.566287879
453,331,1.36858006
725,767,0.945241199
288,260,1.107692308
548,558,0.982078853
588,290,2.027586207
245,235,1.042553191
812,770,1.054545455
251,247,1.016194332
561,563,0.996447602
247,244,1.012295082
409,654,0.625382263
257,241,1.066390041
257,376,0.683510638
883,723,1.221300138
289,257,1.124513619
480,500,0.96
255,246,1.036585366
657,562,1.169039146
287,282,1.017730496
509,566,0.899293286
679,724,0.937845304
266,250,1.064
768,504,1.523809524
555,784,0.707908163
419,431,0.972157773
992,830,1.195180723
1023,899,1.137931034
239,232,1.030172414
275,348,0.790229885
254,243,1.04526749
760,548,1.386861314
396,528,0.75
299,259,1.154440154
552,692,0.797687861
248,240,1.033333333
988,794,1.244332494
368,563,0.653641208
242,238,1.016806723
913,779,1.172015404
717,472,1.519067797
282,481,0.586278586
259,245,1.057142857
297,250,1.188
277,253,1.09486166
676,687,0.983988355
272,257,1.058365759
259,250,1.036
1022,1014,1.007889546
254,243,1.04526749
398,656,0.606707317
928,742,1.250673854
264,343,0.7696793
254,261,0.973180077
890,751,1.185086551
858,750,1.144
275,260,1.057692308
262,250,1.048
424,672,0.630952381
358,288,1.243055556
784,661,1.186081694
247,246,1.004065041
262,250,1.048
962,811,1.186189889
257,242,1.061983471
345,254,1.358267717
321,286,1.122377622
766,553,1.38517179
1023,898,1.139198218
691,713,0.96914446
699,651,1.073732719
588,484,1.214876033
382,303,1.260726073
982,835,1.176047904
448,689,0.650217707
947,791,1.19721871
339,510,0.664705882
255,247,1.032388664
274,388,0.706185567
351,644,0.545031056
546,367,1.48773842
239,236,1.012711864
262,251,1.043824701
904,771,1.172503243
254,247,1.028340081
506,657,0.770167428
820,602,1.362126246
271,250,1.084
972,807,1.204460967
951,762,1.248031496
889,767,1.159061278
444,633,0.701421801
650,442,1.470588235
562,725,0.775172414
812,648,1.25308642
927,723,1.282157676
991,833,1.18967587
849,569,1.492091388
1023,735,1.391836735
365,301,1.212624585
356,536,0.664179104
296,276,1.072463768
929,691,1.344428365
306,294,1.040816327
888,646,1.374613003
530,281,1.886120996
972,726,1.338842975
407,331,1.229607251
497,464,1.07112069
677,730,0.92739726
261,243,1.074074074
334,288,1.159722222
305,348,0.876436782
1023,927,1.103559871
259,246,1.052845528
323,318,1.01572327
931,765,1.216993464
818,775,1.055483871
258,402,0.641791045
281,259,1.084942085
849,674,1.259643917
389,294,1.323129252
519,583,0.890222985
300,274,1.094890511
250,247,1.012145749
280,296,0.945945946
255,246,1.036585366
254,253,1.003952569
253,243,1.041152263
250,241,1.037344398
902,703,1.283072546
284,260,1.092307692
556,687,0.809315866
282,262,1.076335878
267,249,1.072289157
733,593,1.23608769
1020,873,1.16838488
263,241,1.091286307
234,234,1
455,522,0.87164751
268,258,1.03875969
955,747,1.278447122
289,529,0.5463138
438,542,0.808118081
265,250,1.06
699,414,1.688405797
263,255,1.031372549
266,263,1.011406844
375,343,1.093294461
307,256,1.19921875
259,249,1.040160643
251,244,1.028688525
267,251,1.06374502
240,237,1.012658228
911,787,1.157560356
895,658,1.360182371
245,236,1.038135593
263,257,1.023346304
849,589,1.441426146
647,502,1.288844622
243,245,0.991836735
1023,877,1.166476625
270,256,1.0546875
252,246,1.024390244
359,522,0.687739464
273,249,1.096385542
296,515,0.574757282
890,735,1.210884354
328,494,0.663967611
312,584,0.534246575
782,414,1.888888889
290,285,1.01754386
301,285,1.056140351
536,707,0.758132956
301,260,1.157692308
268,253,1.059288538
258,249,1.036144578
376,273,1.377289377
827,638,1.296238245
266,440,0.604545455
270,250,1.08
269,256,1.05078125
836,674,1.240356083
617,538,1.146840149
625,275,2.272727273
270,260,1.038461538
318,577,0.551126516
250,241,1.037344398
1023,875,1.169142857
265,269,0.985130112
313,606,0.51650165
803,675,1.18962963
279,256,1.08984375
925,759,1.218708827
253,245,1.032653061
273,244,1.118852459
672,716,0.938547486
457,778,0.587403599
954,497,1.919517103
773,708,1.09180791
261,263,0.992395437
262,283,0.925795053
406,325,1.249230769
247,237,1.042194093
247,237,1.042194093
349,530,0.658490566
258,246,1.048780488
721,615,1.172357724
313,390,0.802564103
258,244,1.057377049
298,267,1.116104869
265,254,1.043307087
282,255,1.105882353
255,248,1.028225806
283,282,1.003546099
578,529,1.092627599
890,710,1.253521127
288,261,1.103448276
396,465,0.851612903
854,696,1.227011494
809,739,1.094722598
1022,953,1.072402938
263,247,1.064777328
260,457,0.56892779
253,245,1.032653061
416,265,1.569811321
362,535,0.676635514
272,256,1.0625
338,505,0.669306931
256,248,1.032258065
286,534,0.535580524
270,249,1.084337349
325,251,1.294820717
319,390,0.817948718
901,737,1.222523745
1022,968,1.055785124
529,327,1.617737003
356,251,1.418326693
1023,870,1.175862069
300,257,1.167315175
652,498,1.309236948
262,253,1.035573123
927,760,1.219736842
263,245,1.073469388
254,245,1.036734694
287,261,1.099616858
975,740,1.317567568
563,436,1.291284404
272,252,1.079365079
345,626,0.551118211
252,252,1
465,322,1.444099379
265,256,1.03515625
338,642,0.526479751
262,315,0.831746032
299,310,0.964516129
667,688,0.969476744
256,243,1.053497942
259,248,1.044354839
563,619,0.909531502
762,616,1.237012987
1023,766,1.335509138
257,246,1.044715447
400,268,1.492537313
280,255,1.098039216
418,338,1.236686391
935,763,1.22542595
360,431,0.835266821
1023,874,1.170480549
854,687,1.243085881
283,473,0.598308668
875,656,1.333841463
275,258,1.065891473
254,243,1.04526749
359,348,1.031609195
488,387,1.260981912
275,251,1.09561753
249,248,1.004032258
778,632,1.231012658
637,675,0.943703704
257,246,1.044715447
909,777,1.16988417
300,570,0.526315789
330,569,0.579964851
262,250,1.048
319,282,1.131205674
266,254,1.047244094
260,253,1.027667984
767,655,1.170992366
275,250,1.1
720,606,1.188118812
356,639,0.557120501
272,262,1.038167939
252,248,1.016129032
834,641,1.301092044
271,532,0.509398496
267,249,1.072289157
881,778,1.132390746
516,639,0.807511737
321,539,0.59554731
248,240,1.033333333
241,238,1.012605042
345,578,0.596885813
600,728,0.824175824
249,242,1.02892562
298,294,1.013605442
302,554,0.545126354
278,256,1.0859375
256,235,1.089361702
248,242,1.024793388
1022,988,1.034412955
248,254,0.976377953
806,611,1.319148936
321,279,1.150537634
273,247,1.105263158
1023,841,1.216409037
970,831,1.167268351
282,255,1.105882353
398,517,0.769825919
326,286,1.13986014
251,248,1.012096774
1016,866,1.173210162
435,342,1.271929825
359,294,1.221088435
276,252,1.095238095
975,738,1.321138211
991,823,1.204131227
931,706,1.318696884
270,260,1.038461538
276,252,1.095238095
355,608,0.583881579
285,260,1.096153846
609,588,1.035714286
505,532,0.94924812
881,484,1.820247934
249,237,1.050632911
264,302,0.874172185
242,242,1
262,248,1.056451613
254,246,1.032520325
282,263,1.072243346
871,724,1.203038674
272,255,1.066666667
282,267,1.056179775
264,242,1.090909091
980,835,1.173652695
424,353,1.201133144
739,566,1.30565371
259,244,1.06147541
259,249,1.040160643
261,245,1.065306122
980,812,1.206896552
254,248,1.024193548
268,248,1.080645161
246,415,0.592771084
525,603,0.870646766
335,586,0.571672355
342,262,1.305343511
971,787,1.233799238
466,652,0.714723926
366,295,1.240677966
263,251,1.047808765
548,587,0.933560477
253,245,1.032653061
509,685,0.743065693
691,665,1.039097744
728,618,1.177993528
723,657,1.100456621
833,673,1.237741456
258,248,1.040322581
692,453,1.527593819
257,253,1.015810277
418,580,0.720689655
1023,883,1.158550396
788,647,1.217928903
972,808,1.202970297
347,629,0.551669316
404,252,1.603174603
301,289,1.041522491
520,329,1.580547112
252,244,1.032786885
250,245,1.020408163
493,667,0.739130435
375,341,1.099706745
758,596,1.271812081
478,689,0.693759071
273,260,1.05
370,304,1.217105263
258,247,1.044534413
327,313,1.044728435
289,260,1.111538462
264,251,1.051792829
918,766,1.19843342
286,259,1.104247104
292,273,1.06959707
254,247,1.028340081
256,246,1.040650407
283,255,1.109803922
263,256,1.02734375
257,239,1.075313808
348,475,0.732631579
377,251,1.501992032
752,492,1.528455285
278,263,1.057034221
499,607,0.822075783
282,268,1.052238806
786,643,1.222395023
323,456,0.708333333
271,252,1.075396825
408,683,0.597364568
575,710,0.809859155
257,246,1.044715447
268,254,1.05511811
724,265,2.732075472
735,686,1.071428571
245,239,1.025104603
250,254,0.984251969
693,604,1.147350993
280,298,0.939597315
252,250,1.008
260,249,1.044176707
268,246,1.089430894
261,244,1.069672131
988,813,1.215252153
1023,824,1.241504854
245,241,1.01659751
1023,906,1.129139073
545,472,1.154661017
940,790,1.189873418
315,266,1.184210526
258,247,1.044534413
289,275,1.050909091
357,573,0.623036649
249,240,1.0375
411,639,0.643192488
287,273,1.051282051
936,769,1.21716515
545,274,1.989051095
245,235,1.042553191
270,250,1.08
764,652,1.171779141
253,363,0.696969697
629,544,1.15625
305,272,1.121323529
295,399,0.739348371
350,277,1.263537906
282,271,1.040590406
273,252,1.083333333
688,612,1.124183007
935,781,1.197183099
320,420,0.761904762
248,243,1.020576132
249,246,1.012195122
253,238,1.06302521
501,554,0.90433213
245,236,1.038135593
553,608,0.909539474
328,272,1.205882353
285,250,1.14
245,243,1.008230453
533,414,1.287439614
509,712,0.71488764
246,249,0.987951807
759,644,1.178571429
913,703,1.298719772
276,308,0.896103896
418,559,0.747763864
276,255,1.082352941
812,558,1.455197133
283,257,1.101167315
935,777,1.203346203
252,247,1.020242915
277,408,0.678921569
256,247,1.036437247
274,250,1.096
545,540,1.009259259
236,238,0.991596639
299,264,1.132575758
784,637,1.230769231
965,705,1.368794326
244,239,1.020920502
625,350,1.785714286
773,668,1.157185629
242,234,1.034188034
775,630,1.23015873
289,268,1.078358209
465,589,0.789473684
870,625,1.392
1023,931,1.098818475
329,397,0.828715365
605,332,1.822289157
503,669,0.75186846
251,276,0.90942029
271,254,1.066929134
262,253,1.035573123
248,242,1.024793388
248,240,1.033333333
247,234,1.055555556
687,737,0.932157395
256,246,1.040650407
252,238,1.058823529
250,245,1.020408163
272,252,1.079365079
422,249,1.694779116
252,241,1.045643154
318,268,1.186567164
263,240,1.095833333
703,444,1.583333333
273,261,1.045977011
303,263,1.152091255
907,728,1.245879121
256,243,1.053497942
250,239,1.046025105
257,251,1.023904382
293,373,0.785522788
822,670,1.226865672
853,641,1.330733229
270,252,1.071428571
267,242,1.103305785
271,253,1.071146245
257,242,1.061983471
308,262,1.175572519
256,246,1.040650407
278,413,0.673123487
369,622,0.593247588
258,289,0.892733564
337,433,0.778290993
557,648,0.859567901
248,236,1.050847458
252,240,1.05
951,793,1.19924338
248,240,1.033333333
251,242,1.037190083
381,558,0.682795699
256,245,1.044897959
494,533,0.926829268
287,260,1.103846154
759,682,1.112903226
249,241,1.033195021
300,313,0.958466454
896,664,1.34939759
1023,915,1.118032787
398,571,0.697022767
304,593,0.512647555
246,241,1.020746888
275,250,1.1
550,354,1.553672316
243,240,1.0125
253,247,1.024291498
481,624,0.770833333
269,261,1.030651341
264,258,1.023255814
244,236,1.033898305
809,610,1.326229508
265,245,1.081632653
293,513,0.571150097
681,652,1.044478528
280,340,0.823529412
379,457,0.829321663
254,246,1.032520325
374,386,0.968911917
648,505,1.283168317
263,244,1.077868852
260,374,0.695187166
287,538,0.533457249
247,244,1.012295082
257,245,1.048979592
579,616,0.939935065
796,521,1.527831094
264,462,0.571428571
670,794,0.843828715
281,392,0.716836735
462,628,0.73566879
411,549,0.74863388
252,299,0.842809365
624,502,1.243027888
996,837,1.189964158
475,684,0.694444444
265,245,1.081632653
280,476,0.588235294
257,243,1.057613169
273,275,0.992727273
351,584,0.601027397
767,512,1.498046875
297,259,1.146718147
532,721,0.737864078
260,251,1.035856574
447,300,1.49
279,255,1.094117647
278,265,1.049056604
1015,854,1.18852459
250,241,1.037344398
256,331,0.773413897
243,239,1.016736402
760,732,1.038251366
1022,1001,1.020979021
240,243,0.987654321
488,462,1.056277056
524,287,1.825783972
486,576,0.84375
271,255,1.062745098
264,278,0.949640288
269,249,1.080321285
250,241,1.037344398
848,721,1.176144244
267,249,1.072289157
525,619,0.848142165
261,244,1.069672131
250,245,1.020408163
275,297,0.925925926
254,241,1.053941909
365,332,1.09939759
294,497,0.591549296
385,457,0.842450766
323,268,1.205223881
983,845,1.163313609
986,802,1.229426434
288,462,0.623376623
263,249,1.0562249
934,804,1.161691542
242,240,1.008333333
265,247,1.072874494
281,301,0.933554817
595,389,1.529562982
576,331,1.740181269
341,490,0.695918367
733,606,1.209570957
257,247,1.04048583
260,249,1.044176707
412,453,0.909492274
390,573,0.680628272
365,676,0.539940828
754,731,1.031463748
275,342,0.804093567
250,255,0.980392157
656,432,1.518518519
255,247,1.032388664
1023,897,1.140468227
300,387,0.775193798
301,305,0.986885246
776,683,1.136163982
1023,860,1.189534884
734,525,1.398095238
258,253,1.019762846
833,739,1.127198917
249,244,1.020491803
876,684,1.280701754
283,279,1.014336918
374,363,1.03030303
408,360,1.133333333
253,237,1.067510549
925,692,1.336705202
949,774,1.226098191
246,238,1.033613445
1003,853,1.175849941
248,237,1.046413502
1023,888,1.152027027
327,579,0.564766839
454,674,0.673590504
839,765,1.096732026
262,257,1.019455253
815,582,1.400343643
251,247,1.016194332
318,265,1.2
904,755,1.197350993
1023,907,1.127894157
977,819,1.192918193
913,744,1.227150538
272,253,1.075098814
484,481,1.006237006
243,252,0.964285714
265,260,1.019230769
295,280,1.053571429
254,242,1.049586777
961,780,1.232051282
838,619,1.353796446
672,266,2.526315789
313,573,0.546247818
828,667,1.24137931
391,599,0.652754591
267,596,0.447986577
262,245,1.069387755
255,248,1.028225806
277,252,1.099206349
258,246,1.048780488
256,245,1.044897959
477,260,1.834615385
257,243,1.057613169
307,276,1.112318841
257,247,1.04048583
455,351,1.296296296
296,289,1.024221453
323,282,1.145390071
960,801,1.198501873
259,247,1.048582996
280,255,1.098039216
945,804,1.175373134
304,294,1.034013605
751,713,1.053295933
1023,939,1.089456869
274,252,1.087301587
536,532,1.007518797
268,246,1.089430894
360,655,0.549618321
808,493,1.638945233
557,594,0.937710438
969,806,1.202233251
