"Comp-FL03-A :: FITC-A","Comp-FL15-A :: mCherry-A"
14514.3,55179.8
24933.5,38104.5
25555.6,105224
64344.2,84676.4
139804,183432
54388.4,64392.6
78567.2,100929
45638,64904.4
78492.4,134151
33597.3,25473.2
43446.6,103012
23449.7,111887
62406.7,68289.1
74458.8,85330.1
131358,194462
17357.8,60654.1
34522.1,70672.7
11011.8,59580.5
39110.1,47771.8
27022.8,53903.3
51692.2,120532
11150.7,27570.9
66093.6,85558.8
17601.1,87451.5
54692,50484.9
91973.4,97804.3
18368.2,75136.9
12511.7,76035.6
19863.9,38029.3
107462,194168
20098.8,72068.3
75891.5,87417.4
50381.5,71546.6
86208,133192
66146.9,130926
16104.9,21232.8
22736.3,99398.1
22260.9,129526
68901.1,47696.5
69342.2,75166.2
42871.9,100057
162265,158928
67995.6,39588.3
61198.8,164280
14681.9,87123.8
44686.2,32021.1
40701.9,118800
39673.4,61780.9
28341.6,67197.7
28623.2,38217
36952.9,69603.5
19076.2,63128.4
35849.4,50560.9
36340,55328.9
73334.8,199061
86462,60324.9
16056.6,67208.7
14072.8,36843.4
67352.6,53716
62528.1,154642
100790,108536
73889.1,71560.3
88827.1,118675
99720.7,120595
21280.7,90458.9
14090.3,46330.3
40706.9,47867.8
32442.1,31663.8
52321.1,48600.9
13032.7,20296.8
39917.4,70765.4
49255.3,76556.6
19450.5,33825.6
26895.7,139637
25728.6,118490
16490.1,43232.4
37479.8,16945.2
55440.2,66653.6
11512,60425.7
16406.5,38808.1
34386.1,97331.8
12022.4,69115
62672.7,100331
139865,173342
31145.4,42519.4
27927.7,47483.1
95812.2,82525.3
12824.1,67692.7
40020.1,106083
126657,130386
44741.2,59740.1
142053,131979
68119.9,66997.5
28030.8,48927.8
46888.5,113954
56803.3,92542.8
12122.6,41905.1
28732.1,73879.4
16157.8,117470
11536.6,36498.6
64109.4,82189.1
103432,82156.1
52364.6,39687.3
67177,34484
11017.3,26788.6
16483.7,36119.7
11548.7,54608.5
146112,119934
66683,123084
51166.8,39447.5
82150,89802.6
62360,41378.6
34995.3,151887
12571.3,63170.6
25949.7,55191.5
97328.1,96252.2
80374.3,107480
12015.5,21773.3
34563.9,25131.1
43250.5,57621.2
11749.6,87726.3
61964,67903.8
23935.7,44602.5
42325.3,32687.1
44324.5,96601.6
21182.6,28795.6
17086.5,53458.8
63426.5,111417
53722.3,85307
10972.2,23626.8
137141,108400
79817.8,63629.2
58033.2,84990.9
15826.2,21494.9
145366,175199
175795,163400
21895.5,101916
13809.7,53451.2
68290.6,61425.4
21755.4,67183.6
36775.3,62197.2
51950.3,46381.5
31854.4,45062.9
13617.8,32558.4
72818.9,72354.4
84794.3,74493
15048.4,21037.1
18744,48685.3
13680.5,62929.6
21056.9,51771.5
67672,138935
150061,170140
29896,20700.4
68207.5,76180.4
28421,44024.6
130622,138888
52010,29200.1
19605.2,139802
156682,154521
66045.5,60420.8
36950,89796.1
53335.5,61296.7
37053.5,107851
31129.4,104613
34144.1,17249.9
27703.8,37307.4
51220.6,111267
83833.3,43516.6
40806,160207
93432.4,102819
11756.8,16939.6
14514.3,123467
33565.4,88848.2
19039.3,71867.1
80744.8,93459
158716,134294
13613.4,37391.8
89369.4,106168
73381.5,91743.1
154554,92875.3
35960.5,17630.4
62547.5,141861
159803,141169
49548,87420.9
105912,179677
20870.6,116191
29413.5,94091.5
14147.9,112025
46742.5,122968
11561.2,27463.2
121572,77914.6
61218,86921.8
24923.7,74245.4
21986.6,106516
50782.8,123067
26002.5,74882.1
16022.3,36393.6
35075.8,38318.9
25976.7,50666
120461,98456.8
83084.1,80163
89093.5,106959
96375.3,176923
28408.7,64627.1
65192.9,92809.6
47014.8,34358.1
40448.9,66223.8
19620.5,38117.7
17150.2,69814.1
14852.9,41393.6
11026.6,31417
21676.2,83181.6
115247,110765
13209.5,55454.8
137943,137745
17697,23007.1
42613.4,125906
39976.7,26707.2
26235.5,94625.6
59089.3,102213
13945.4,21923.9
174344,163578
29439,154384
42875.4,116569
83443.4,60210
20741.7,28372.2
102323,132936
49990.5,70209
143477,198528
21032.9,20151
14524.7,104789
27708.8,60709.3
24117.4,42937
73849.9,83371
73879.5,65709.6
21007.7,48499.4
74738.8,125885
72730.7,90861.3
20613.4,48847.5
27571.4,32864
25060,54109
22244.4,106977
34562,65262.1
64263.9,50335.8
64809.3,109782
151082,112412
61544.5,119004
33645.8,57507.1
20346,31122.3
45692.9,65883.9
149935,198870
134646,143408
77588.3,126049
20236.3,44243.5
92873.2,132014
68755.1,62158.3
14747.2,68380.8
51257.4,88433.5
61737.5,30006.7
23772.8,46599.7
192746,196811
114842,114038
117061,112967
116404,137408
49222.1,158911
46943.5,71067.2
67079.5,68288.7
52003.3,42320.1
15174.9,100368
55500,106614
45558.8,74802.1
168614,150891
126219,161944
46271,64748.5
31352.4,45913.9
139205,182117
15822.4,19753.9
65796.8,61361.8
38042.5,18178.1
84935.5,108238
29635.9,96324.9
20834.7,66477.4
40382.1,45171.4
68940.8,48261.8
14833.8,20120.7
41927.4,50366.6
66390.6,73615.6
53054.6,70265.7
51261.1,104231
39853.8,42526.4
117835,168404
50837,112875
28363.1,64042.9
33301.9,82445.4
27268.4,89861.1
26010.3,80358.9
61815.1,96056.2
21208.3,40556.7
39167.3,67948.5
44614,58799.6
108518,95637
62219.8,35187.4
21235.6,20257.2
22281.8,48285.2
35773.2,18849.4
35036.6,57083.9
140168,124022
10957.9,42882.8
33709.3,117516
124406,146767
15036.5,97046
32423.6,37046.1
17748.3,91426.6
111192,145055
60688.9,53855.9
63311.3,66729.5
15439.5,27234.6
45597.7,77489.6
31436.5,67520.5
13500.4,31991.1
44220.8,32508.4
18326.2,55713
31272.6,78675.8
20971.4,34802.7
24455.3,40983.5
66408.8,123482
41427.3,65419.7
70659.1,150872
85493.3,106849
33400.8,26603.9
25244.3,45288.9
48263.2,80106
33146,31780.8
43843.1,133735
165357,184400
36880.4,138268
64083.7,125501
22030,69135.6
54720.7,30374
166269,153269
86427.5,119519
27300.5,100673
11611.3,59011.2
47898.3,104572
156187,181555
11536.4,86093.8
114362,98371.2
45245.8,57148.4
19695.5,80471.7
42815.2,36188.6
36091.5,132633
95082,93131.2
41314.1,73523.1
58573.3,96500.7
71888.9,66075
22486.2,48530.7
24001.5,81062.7
132436,148096
79303.6,80503.5
57643.2,99726.1
33790.7,33992.8
99173.1,114150
21490.7,37287
11117.4,44382.2
56109.2,50085.4
23639.1,39737.2
80305,121179
84326.9,74812.1
87167.3,94378.7
14544.5,30420.9
45719.8,95608.3
84882.2,100769
19203.2,61806.7
136937,142363
23914.2,24486
18685.8,49339.4
131496,120138
61187.6,72505.3
57353.6,111526
27311.7,62393.6
39371.5,89126.7
50826.5,113067
71117.6,85504
22570.2,48712.3
59308.9,77452.3
15675.9,21924.5
26656.4,42205.6
105296,117024
20985.4,58066.8
12918.7,100726
20832.5,50318.3
37774.4,35104.6
48193.9,47635.5
13014.6,17298.5
123524,147894
169738,141722
58567.6,66593.7
42111.6,76162
24320.2,60976
53310.1,51098.8
16155.4,89703.5
188724,178170
29070.4,54493.9
31196.4,29427
26263.3,68199.7
23919.5,35417.6
78132,149767
90265.2,75387.6
131297,120653
12974.1,49936.6
16369.4,21794.3
66856.5,121411
143554,105218
124550,171111
50554.9,43619.7
40661.1,32713.6
62921.7,114621
72060,72481.7
45378.2,81088.2
13656.3,103959
23021.6,36706.2
13717.3,44899.7
91305.3,85454.7
32625.9,48150.9
24533.1,57868
79950.8,107434
20282.1,29413.8
84463.8,94994.7
73549.5,45095.6
31805.4,59092.4
59403.6,111523
65741.6,75172.8
38981.4,71586.5
11189.8,33677.4
102908,161474
114121,138428
14240,32037.7
56695.9,42524.9
35005.8,80034.5
100374,94743.2
54141.9,46558
137842,85859.6
23407.3,48307.8
14709.4,28580.2
102479,116587
22954.9,28394.8
100782,127563
35818.7,22807.5
56713.4,105233
67182.1,43740.1
31582.4,40844
31821.5,79998.4
69551.7,118381
13519.6,52977.1
22011.2,33577.1
162730,128447
84950.1,109263
170394,123522
26830.4,80478.3
68600.2,176986
168701,186385
31667,24276.4
22094.2,83758.9
65775.8,103550
60737.6,66799.3
22699.6,104501
110702,112806
78621.9,77066.6
53539.8,50846.5
93565,136549
22303.8,31322
17083.7,64027.3
55631.1,82892.9
59197.8,113566
46008.2,57384.3
33190,55395
21532.9,98868.6
45087.2,77046
33295.2,65743.8
114860,139922
32492.7,59347.9
41029.2,48228.7
100675,109453
80539.5,46911.6
61891.6,55136
31629.4,53578
39205.5,32079.7
108732,105667
45569.5,124619
41602.5,44610.5
76281.1,85599.8
19857.6,20517.2
78001.9,123918
92860.9,50288.5
27142.3,40051.5
93340.8,133560
25686.6,50743.1
16480.5,113715
51227.7,132253
92063,71255.9
157662,144111
58761.9,87305.7
20012.9,105983
12320.6,52109.7
61661.2,116395
13109.8,28659.7
51286.5,74361.9
34884.4,55110
55033.3,68218.2
63877,34489
47385.2,73290.7
172627,141936
19779.8,27297.8
41563.8,41736.5
108866,104721
68853.3,42704.7
108492,69689.6
54343.6,32581.8
84539,159253
70753.9,82568.6
71212.5,58648
126923,193798
61541,121341
42862.2,23573.9
36030.6,59543.7
81985,42187.8
46172.7,66972.7
74771.3,103101
48762.7,74855.8
23977.5,140885
94477.9,183313
52490.2,30992.1
76956.8,116950
92953.9,77597.7
196542,196263
83728.3,178146
70554.8,164263
98258.7,69068.7
41320.2,48329
19165.4,65356.7
90715.4,44848.1
100128,76356.6
13738.4,19863.8
79242.7,91649.2
30793.8,21788.7
37372.4,29528.8
22286.2,62829.1
55642.3,65510.7
33262.9,24730.4
51504.5,80597.5
144242,112172
68072.5,89780.5
33280.3,43988.9
42661.9,49391.3
19763.3,133126
61947.1,104409
50934.4,106979
106361,149947
109290,80050.6
18130.3,23270.9
62392.4,72960.2
56410.1,71794.4
45247,21846.7
69923.5,40854.8
24130.6,35959.5
112733,96775
145890,148504
142443,157939
34985.6,46275.3
90837.5,160482
21732.1,115798
66481.6,54872.7
37512.5,40045.7
33469.4,59715.9
44983.3,89202
50443,27725.5
33598.8,114364
109873,58052.2
15098.5,26398.2
70960.5,47685.8
21110.5,116886
30658.7,81829.2
95220.9,160685
36952.2,87585.1
32961.8,81080.2
79663.1,121317
71714.6,98826.3
30133.3,80060.3
92312.1,104445
48670,45656.1
16724.8,65108.2
59576.5,186318
54983.2,76598.8
52849.6,39645.9
37422.8,67754.1
36141.2,64903.2
157353,150825
15407.6,71089.9
53730.9,74350.7
64145.8,193342
30093.8,40299.3
55134.5,65144.3
169580,152096
11832,39529.8
18350.3,60313.3
51829.8,41404.1
36490.6,78654.5
157071,186140
23633.2,75179.4
12969,26323.5
48349.4,57396.2
58952.5,40878.5
74687.2,104297
37757.9,32906.2
34617.6,136696
81714,92416.4
97554.4,82252.5
20353.6,43779.8
14982.3,68945.7
84330,133594
20476.6,69776
66587.7,156091
36583.2,24493.3
61198.8,55063.6
12352.5,67280.5
34737.8,55008.1
36327.3,61159.2
62971.6,68428.9
13353,26427.3
86518.8,197007
32726.9,90533.3
29850.8,45217.9
163530,87494
54427,28374.7
44325.5,83084.5
40336.3,43945.9
11500.7,20742.2
61888.7,134656
106598,112749
12611.2,67741.7
34865.3,44831.9
174723,84247.5
31875.6,66097.3
149731,100206
13191.5,81244.2
153217,114758
107205,83879.3
71486.8,42107.4
84987.2,140990
60602.6,56460.4
61685.8,111447
16165.4,64147.6
55867,40242.6
165210,133480
66033.7,88110.4
21619.6,111996
57870.9,46931.7
26577.9,32355.3
22388.9,132173
11471.2,26890.9
17703.1,23831
14488.2,94659.3
96415.5,175387
17333.6,99959.5
44589,35314.2
97573.1,77281.1
51850,120446
47236.5,112026
45739.1,126539
68457.8,48223.5
177221,187555
151753,190537
55839.4,98907.4
107649,87908.7
27330.9,61434.2
27077.7,42626.4
33692.8,129190
13207.5,75731.5
28694.5,80868.3
41817.8,33630.9
22593.6,109019
41921.1,62052.7
17473.6,90131.4
16562.9,21423.3
19581.2,57534.8
111053,169816
58025.1,169674
42687.5,69486.1
23168.2,34075.3
31504.3,27011.6
61217,77117
57351,62932.3
21963,59841.5
21877.2,132689
114432,107826
162855,193433
84301.2,62640.9
81291.4,80632.7
15381.5,45066.5
37606.2,22926.8
67935.3,63178
74482.6,109470
61766,30515.8
20074,25579
46431.1,21854.3
115724,105124
77767.2,151280
28179.4,103184
51260.8,62699.9
118395,105976
98941.9,54012
42230.7,61186.9
59830.2,47830.7
66998.5,94430.5
15475.4,123256
48992.8,119561
13022.9,27063
66237.9,114085
13513.9,32513.7
73332,91066.3
45518.6,58817.5
98174.5,186362
123874,181596
47596,73496.5
12139.8,22062.3
86719.3,73198.2
36126.8,31939.2
28760.8,38348.3
58740.2,81343.8
11341.9,54256.5
149720,172519
105218,154930
95528,56336.5
156441,118264
10973,56848.3
91423.8,108316
68799.2,116901
59078.9,95782
55143.7,48324.4
21085.2,86436
39889.1,154004
27591.4,31451.7
17965.7,26527.7
13485.3,86658.5
64364.8,90145.9
28370.2,33572.9
69144.3,134607
21313.7,38808.7
16589.9,37342.1
46593.9,62940.2
150181,143293
46596.8,95695
37730.5,67728.1
69419.7,44055.7
121668,137406
12745,38959.7
38795.6,24703.6
32613.6,35817.4
17348,26628.1
20479.5,80822.9
24876.4,71790.7
12880.9,28933.7
14550.4,60466.8
49959.5,61141.2
75378.7,122329
53925.9,30272.8
53051.1,103364
28205.2,47054.6
30196,48689.2
28587.9,59179.6
14412.2,65292
35654.7,103687
81262.4,118064
52381.6,80031.2
17876.7,105319
52397.7,97227.8
26489.3,18456.4
16683.7,21566.3
88664.6,129513
39253.2,56656.8
12873.3,50447.1
40577.1,32495.4
42234.3,37798.3
146612,192415
35756.4,20634.7
122340,142000
30550.7,72402
32312.8,76027.9
46931.5,82501
35884.7,94512.2
46428.7,43950.7
28383.3,72283.5
144231,124488
52293.5,38116.7
12243.6,57249.6
90539.4,74930.6
76039.3,79979
67589.5,147063
32990.9,47677
80317.3,60672.6
27981.5,81939
44221,35864.8
35147.8,61727.9
40656.5,45760.5
16039.6,58454.4
115187,146650
14871.3,30659.4
18233.8,34489.5
70170.8,75649.1
108880,53057.7
34757.9,106742
89720.2,51058.1
87108.9,117939
30175.7,103665
79049.6,76232.8
12074.4,67930.8
22392.2,113974
93341,75513.3
109339,111039
89410,53168.4
46548.4,41166.1
30692.3,115680
35326,89988.2
123670,191137
145687,101594
44854.3,36540.4
115919,98467.1
78954,54794.8
107633,111519
17580.9,123671
52215,99291.8
67221.5,122286
16912.2,58347.3
61224.7,97976.9
45167.8,114936
34244.7,161946
26339.7,44270
80849.7,85881.3
113454,181460
30094.5,53938.7
47711.6,138761
17454.4,69517.4
105042,158325
83670.3,58569
19359.2,18342.2
149584,190979
48682.2,67728.1
89200.4,160576
82247.2,118315
23899.5,42052.1
33026.5,61470.1
139835,139081
29020.5,29124.8
112490,131153
21356.9,35421
13664.3,27110.3
79026,92025.6
89524.9,113967
41898.3,103688
36743.5,58849.7
143868,181909
26926.1,25126.7
71569.3,97960.5
14040.9,71879.2
11734.1,39702.8
107121,99014.3
12270.5,21010.2
111737,165730
55773.8,103562
109448,148751
41583.1,69816.7
34718.5,46373.4
103105,115354
52714.6,31411.1
21785.8,17337.3
48440.1,101901
17704.4,52707.4
55881.2,160297
26808.4,34753
11849.4,22414.8
112312,198268
10948.8,83269.2
15966.7,59039.3
131696,76038.1
56106.8,128540
29908.7,75271.2
15364.2,53396.2
51125.4,51334.2
90316.9,136845
148947,196977
23616.3,31828.7
15532.6,71648.3
26968.7,122702
163822,187693
133372,155511
84406.7,54993.7
17754,21547.5
17421.5,75705.9
42158.3,74598.3
56563.9,64226.7
56091.4,109545
29935.3,106893
12836.7,41950.1
24093.4,34982.6
59609.3,76095.5
65368,154118
167719,171473
24855.4,66758
68887.9,129081
31965.4,45938.5
27099.2,116927
104931,66336.6
20876.3,86518.2
85654.2,54743.8
42398.8,78107.3
149447,175448
159093,169056
34302.1,79057.5
53221.5,26157.7
31429.1,85807.6
48698,64911.1
79440.9,43165.6
28314.4,43701.8
32498.9,50406.9
42749.3,121834
54631.1,30297.7
79046.8,115705
34974.8,91344.1
85408.2,124275
92668.9,95999.4
37381.9,97701.7
133485,116997
138806,154435
56160.5,90060.3
50044.3,103725
36510.5,70845.1
75650.4,127232
150659,190426
148559,146412
57605.6,98932.3
18781.8,31628.1
20765.1,33029.2
70344,77110.7
26968.6,84030.7
62010.8,84752.2
26260.4,60588.2
21521.2,37104.6
46007.9,118967
15727.4,42986.4
42010,55386.8
67655.8,51704.2
59292.3,57650.2
171937,162528
33496.8,83066.1
38479.7,78279.1
34320.1,59651.6
83024.6,103100
65883.1,34544.9
71963.6,94332.4
37292.8,43342
28814.6,99568.4
14579.1,44307
22890.1,83379.9
16036.5,81958.3
101473,81206.2
57415.2,57181.6
22012.3,28447.6
12814.1,20997.1
38390.4,86615.9
20856.4,18435.8
45120,61243.5
52083.5,90424
106595,94017.7
109137,98673.6
40985.5,100898
29351.2,31296.5
60739.8,33477.9
14643.3,75170.5
18264.6,17057.8
95693.2,97382.6
131022,166505
29544.4,103671
160896,159732
51897.4,97708.3
21599.9,44584.2
18483.4,118108
34539.9,90226.5
88191.3,129433
176653,144301
26867.3,90415
28657.6,34455.5
90488.3,176302
32198.1,62836.2
16414.2,31422.9
32623.9,122970
65765.7,86468.6
70111.9,58796.6
29832.8,43728.5
17188.5,20501.2
118780,158701
18307.8,112227
45529.6,40054
80785.8,97496.8
38744.8,67800.7
43206,67305.8
56816.2,78026.1
51897.3,25021.7
102638,102404
30623.9,24895.8
52037.2,51024.8
53039.3,95046.1
62103.7,77981
22905.6,29191.3
55348.9,26926.1
32431.3,103053
24410.9,18323.1
24408.1,102745
19495.7,94244.5
23070.9,25005
42913.6,39264.3
32411.6,37661.8
26016.4,58746.7
44878.4,64459
46037.3,110140
11190.5,72002.7
41059.1,130528
11878.6,30877.9
53590,84404
99515.9,121700
132453,194070
29277.2,87198.2
69740.7,86837.4
37651.8,28289.1
133520,131135
29901.5,37959.9
61573.7,66066.4
20181.1,31415.6
58227.9,104358
32887.4,63435
15702,83702.5
35653.6,60896.4
117404,120677
121385,115041
40622.4,24533.1
21542.7,54605.8
29433.3,20627.1
136969,163597
69999.4,43072.5
18711.2,17475.4
98450.3,90715.8
44125.4,74245.8
36914.6,63832.2
116703,119637
87332.8,112591
64321.4,29691.4
34074,114190
29144.1,47374.4
14293.9,55935.8
168128,168569
11310.2,69293.7
35361.9,48492.9
125507,87913.4
55121,27587.1
12081,84549.9
42041.8,35130.8
169254,160722
43555.7,51337.9
21934.8,121049
15236.1,87344.6
26013.9,37132.1
69722.3,126918
97547.4,86091.6
12890.2,78990.3
80605.1,133234
123742,172549
61312.8,135501
58946.4,81778.8
74487.7,68486.5
17179.9,26875.9
12644.7,21560.3
66750,122962
147436,82886.7
31460.1,69424.4
49442.1,129001
42453.3,51638.3
22688.3,56271.8
56955.8,118095
166718,177331
38681.7,32174.2
64834.8,36003.8
11771.7,101826
36390.8,62843.1
20844.6,17802.9
128263,79441.3
121516,136553
166054,198312
117680,153339
38813.7,57290.5
42339.7,70484.4
77931.9,102433
45396.7,99903.2
111744,101175
89237.7,43811.9
32192.6,68746.1
39900.8,66788.8
93287.1,182099
85343.4,99446.9
25561.2,40871
60553,160549
45097,31722.3
110891,162820
80115.7,172128
82006.6,45778.5
122067,158802
65297.2,36903.3
48994.6,163931
44864.3,156486
77285.4,106036
28713.5,48639.9
12627.1,23999
11142.7,77776.9
40738.5,57602.4
100181,122472
110035,143601
21533.6,55155.1
77853.3,83647.2
52229.3,109781
84115.3,147440
27240.5,62763.6
37624.1,34563.2
11620.8,28374.6
18738.5,61972.8
20423.6,37649.6
151509,132069
26512.6,60112.1
62015,109779
24304.9,43147.7
68230.4,59744.4
13504.3,60550.7
67774.7,116905
42525.8,84270.3
187843,187457
25248.8,75323.6
60969.6,72054.8
15251.1,104633
49868.1,109156
117580,175491
53673.3,78721.9
111608,114671
73454.1,72499.9
36162,106733
18807,31056.1
30917,68364.6
22708.1,92084.4
154185,181664
12975.4,18980.2
183398,192883
42588.2,44264.3
67278.4,79066.3
44664.7,32679.4
31253.6,111537
140869,198439
13656.3,79275.1
21981.9,59023
41223.2,62678.6
19107.3,25536.5
29129.2,70280.6
26957,70534.3
24913.3,57685.1
136428,163710
91339.2,105347
124357,159247
11581.8,51061.1
16226.9,31918.9
16314.6,21367.2
56263.5,83007.7
23154.1,22472.9
116845,156247
19399.3,78371.7
11529.3,46430.8
22282.2,91279.8
51826.1,56089.8
11689.7,20735.1
63085.7,120048
178994,185002
36966.9,66983.2
35652.3,89408
47747.4,78016
12767.5,19939.9
19318.9,56589.6
68165.8,127506
115472,169999
13730,18258.8
25752.1,96490.8
30096.5,103836
68885.2,37057.9
33481.1,152541
28574.1,79334
88247.7,148225
90187.9,117699
31620.9,42677.2
89489.6,132383
37272.8,71885.8
111519,84799.3
82014.2,61557.2
39286.9,74041.8
16112,24666.7
73942,111238
