"Comp-FL03-A :: FITC-A","Comp-FL15-A :: mCherry-A"
16463.1,100232
15257.1,22732.7
59314.4,114105
74567.8,98014.7
50854.8,35088.4
124282,171357
98504.2,150172
126811,170995
135093,168133
52734.2,68363.5
19956.1,57550.7
57587.4,85562.6
38147.7,158751
107102,83964.3
59754.5,90455.5
110772,189216
22907.2,35651.3
77740.2,134300
15138.8,32322.6
74539.7,126096
50722.6,118667
14203.3,43492.2
19183.3,20514.1
58833.5,97863.8
67882.9,116912
61441.4,100299
68482.6,84505.1
38582.8,18566.7
70347.1,85657.7
46426.8,39298.7
17107.7,93020.9
40171.3,64925.5
95748.3,98659
20698.8,61969.9
178224,150637
180511,145758
79337.8,45316
66990.3,90665.7
32520.9,50531.9
31975.7,123176
177375,166910
60388.1,177604
47851.1,38840.8
33687.2,103623
149332,160959
70188.8,66672.4
26766.8,66781.8
37577.6,83907.8
37671.9,24149.6
64115.9,51480.7
24787,82974.2
169437,171001
178019,160040
40011.7,39635.4
92028.9,139269
40197.8,45472.2
13048.2,36543.3
44662.8,28514.8
19668.4,35787.4
89779.8,71647.7
44266.5,49631.3
15736.8,55643.6
19674.9,76150.3
27675,70981.4
147632,128709
132941,186327
36106.1,24607.9
150393,148121
47489.5,71546.9
35799.1,22362.1
18832.5,31295.2
39616.9,60972
25523.7,81505.8
128411,184127
52565.1,80808.1
39333.4,57142.4
136082,172982
16080.2,117260
55186,134188
81852.2,76629.3
148782,198888
40214.1,55079.9
174367,158955
11272.2,39889.2
33793.2,61251.1
18014.4,101552
19354.9,44267.1
37503.7,103390
12208.3,73028.2
12695.8,43945.6
68171.1,87110.1
25509.8,84762.4
40201.1,87792.3
73733.8,57883.2
144201,186436
55170.9,35185.4
26485.6,72813.3
90162.2,87333.6
33431.4,25438.7
39791.2,40532.3
56020.6,80105.8
38500.9,103899
81864.4,99501.5
59329.4,46186.7
29286.1,88123.6
14466.1,87312.6
15204.1,33837.1
33116,63966.2
97614.3,128341
130815,189732
88833.5,193225
35415.8,25228.2
56994.5,103566
47303.5,139074
58336,85817.1
169101,154385
13100.4,31647.8
133890,104740
49046.1,32873.8
64269.7,52066.6
18973.1,110669
36660.4,141007
18413.8,45355.8
83625.3,64903.1
67247.7,95767.8
57718,138371
63113.6,90388.4
17537.2,47027.7
73614.7,171078
70626.6,75858.2
98856.3,90504.5
27300.8,44019.7
51089.1,59939.9
44230.9,98629.5
88813.2,105470
33059.5,76389
30932.2,81251.3
156610,192682
150022,184733
170867,174706
66940.2,37321
29996.6,39458.1
22100.6,40480.4
31765.3,36344.5
33914.1,24068.1
13160.6,16873.4
53125.9,103477
127047,173801
60105.3,78306.1
38453.9,55973.5
20362.9,27073.1
42328.2,47363.8
19600.6,29319.8
76834.3,116514
15711.3,95729.2
69682.6,89463.8
146677,180656
32874,49700.9
120091,164041
32678.5,20257.1
15870.9,37447.6
61685.3,33272.7
22305.5,82445.1
55767.5,37240.9
98929.5,131490
15049.9,23078.6
12907,73988.8
17608.1,21770.4
27032.2,89293.4
83684.9,131704
41661.9,31452.1
94366.7,101052
27228.6,91788.8
29263.1,50347.8
37740.2,24947.2
58231.8,55734.2
18706.2,85249.5
16560.8,58713.7
61146.4,86810.4
17784,100703
51380.4,135712
60103.9,50302.7
41411.8,142435
111747,150504
62385.9,71762.8
28251.6,38552.6
52736.6,52752.2
83607.8,138251
11664.1,81920.6
33507.6,70908.3
113644,170222
25398.4,79817.4
135594,176896
34833.5,41545.3
129253,81889.9
33104.8,108072
18808.7,132765
14136.5,67909.8
42003.9,41024.9
101331,66179
95750.6,175545
56351.2,72077.2
100980,116543
25023.8,21568.3
41893.4,72577.9
18737.9,48849.7
38801.1,18919.8
113247,122660
38231,37052.1
22368.6,32930.2
20891.6,111009
24517.4,81603
13404.7,69594.2
69993.2,60337.8
51522.2,46741.7
92240.6,45721.1
31978.3,48625.5
84042.1,64072.7
44784.4,31754.3
17140.3,102968
54142.4,83832
30752.2,59328.1
13392.7,87776
23531.1,76752.2
14719,85044.6
37479,78815.8
13805,80421.2
48875.8,152305
38938.6,68979.6
35893.2,147204
21855.5,41155.3
17929.4,30705.1
59263.6,50138.5
66595.3,66632
28459.4,153912
57687.1,150162
55092.4,78473.7
160531,163372
11045.9,104808
33569.1,44646.8
23831.5,121173
23298.2,37366.8
135378,148899
50684.7,55870.8
100674,81449.3
143314,173149
45383.3,108233
11303.6,47372.6
38983,44507.5
112808,102487
13706.7,33271.6
49550.6,53648.3
92209.2,49856
55289.2,85484.9
78180.7,121698
49712.7,73697.8
179589,153667
144657,186493
15243.8,37404.9
32846.5,17872.4
32651.2,47333.5
50889.1,124310
43098,40466.1
47679.4,85821
53198.5,71915
42485.5,96245.3
142520,143975
81491,135855
33223.2,66817.8
14041.9,22098.9
40020.2,53961.3
34422.2,27805
62120.6,72199.5
52796.9,69021.6
162024,152934
18779.5,41594.8
38779.5,20789.6
43396.5,21097
12665.3,92293.5
122595,119229
32412,52267.4
19281.3,76371.7
33155.3,138090
86789.7,84667.3
70116.6,123512
23542,45040.8
80849,109323
71660.7,92423.3
63989.5,85984.5
74977.1,132431
16052.5,42154.2
46030.8,93274.2
27496.4,110066
19752.1,91729.2
16927.6,67555.9
26134.5,26775.1
76170.4,99067.1
90241.9,95761.5
12806.6,63934.7
24716.2,70811.1
16450.1,35792.3
16434.5,52980.9
38590.2,34723.9
49992.3,83039.5
35650.6,41253.3
24292.9,108148
24382.5,98776.3
22525.9,104563
11318.2,41931.6
49048.5,142607
32683.4,48709.4
77607.1,112009
46823.8,60798.6
123643,196268
88790,144643
105070,105482
54395.9,70906.5
54753.5,68767.2
28051.8,64862.7
65361.5,56143.4
41461,71401.8
66402.6,98419.1
30610.6,61784.1
26085,112158
22568.3,90279
12875,55170.9
33781.6,102273
105696,97878.5
17495.5,17782.5
80754.9,86586.4
73991.2,92357
14297.1,73054.9
40362.9,37873.4
36799,83552.7
39648.2,82883
132598,104240
17757.3,52560.8
26805.5,43058.3
16493.9,24715.7
115610,178972
57374.1,95837.7
84857.7,186067
21137.3,51537.4
54252.9,30199.8
32972.5,21751.4
71747.7,62640.1
19386.1,17444.4
60049.6,97755.5
90426.6,94039.4
19729.3,75736.4
35851.3,119460
52127.7,65149
136382,134150
47840.9,69161.3
128491,70964.1
102365,53072.8
38753.5,105847
12909.2,21280
98823,128337
26813.2,44117.6
28961,60838.5
16144,40289
71413.9,65831.8
11611,35943.8
23375.5,80795.5
39513.6,165252
102970,65527.8
35991.2,67925.9
74118.6,70727.8
73917.2,80831
144900,119108
84877.4,189937
51087.1,37033.2
35343.7,31790
55103.1,49087.2
27288.1,90162.4
94760.2,78016.4
115754,176405
137081,137316
147402,146719
63048.3,101890
51585.2,78502.7
13622.9,20724.9
26813.6,84501
18519.9,75096.3
135331,96202.4
58514.2,116374
13528.9,18457
82280.6,85070.9
41881.5,56740.4
54536,62421.2
16311.7,22232.6
23017,66331.5
15362.7,18541.5
21999.9,46114.8
17579.7,63159.2
11164.5,63878.9
12904.2,66763.3
129924,180971
11640.8,91990.2
15955,39753.9
18322.1,31902
118677,162755
42755.6,64667.5
181783,182794
14627.1,46039.1
36281.7,61844.8
143298,190402
15237.6,95709.8
21544.4,37954.7
46620.9,63631.4
11859.5,86503.4
56671.8,73452.1
60832,33943.7
47601.8,31881.6
120905,125279
18432.5,31913.3
30029,92493.3
54112.7,66891.7
10965.9,99994.7
37042.9,55714.9
176376,190734
71138.4,54201
11324.2,43415.4
72750.5,40210.8
63055.4,47204.9
84311.9,104085
15320.4,41451.5
42543.7,79699.1
35013.3,96092.3
68424.7,49885.8
14102.8,18122.5
111133,94039.9
11100.7,71251.5
12932.5,19938.9
110342,160748
48447.7,84676.6
11031.3,21407.8
58669.1,117110
34269.2,63567.5
36077.7,126699
14056.1,107939
44598.1,43097.1
75815.7,75223.6
113023,149541
105042,121155
22650.8,80791.3
13967.4,61352.7
21072.8,36350.6
92864.9,59283.3
49638.4,45400.6
74189.7,68853.1
160416,159138
39527.6,74616.3
115446,107123
90698.9,83402.9
151710,184426
17969.3,93153.8
178142,177792
13421.5,22439
30015.3,67103.3
138859,121002
21591.4,112300
14053.8,105412
35848.3,88179.1
15889.1,55017.2
51367.6,44625.4
10958.9,101985
37145.1,26327.4
12988.5,17181
87583.1,138598
22129,111252
27212,17470.4
41113.2,77092.6
11576.7,25240.7
39728.7,55127.6
27392.9,17356.1
93330,130110
34136.9,65063.6
30243.3,66097.9
47242.1,63986.4
58826,27700.6
93389.2,130187
118980,120392
21301.3,84000.4
138977,96757.9
115518,117655
27939.7,56366.8
32165.1,26282
44862,49586.8
29014.5,126668
16425.7,85824.7
38536.7,77678.3
71864.1,77948.2
18239.2,50450.4
26352.4,49951.8
58186.6,31230.3
17847.1,58893.2
58583,109747
21104.4,31591.6
18982,77726.6
30431.9,95320.8
59395.6,45431.8
24626.8,22497.5
148950,174416
64338.3,85115.9
19940.5,99490.3
139042,165557
128473,109175
12282,26943.4
37731.9,25139.2
75750.3,180377
93485.6,139095
65983.6,86092.3
23764,146529
74019.9,52374.3
25037.1,49917.1
45900.1,44623.7
13540,24398.6
14103.2,16873.7
22020.9,90654.8
78527.4,79816.3
37118.1,73300
121072,143048
129257,150577
109821,72871.4
99699.2,91189.6
96750.5,140252
23904.8,52598.7
16845.1,24611.4
139617,177545
137008,152647
11272.4,107668
136692,172691
54784,78750.9
98836.9,92665.5
18315.6,55829.2
11566.3,93246.2
39180.6,54745
41349,31137.5
27563.9,36859.4
16771.2,23436
61385.7,90247.7
38131.1,36544
24105.6,30658.6
34349.3,53410.7
70125.7,63732.7
36815.2,109888
59168,118116
65941.2,67609.3
51386.5,59192.4
127786,140880
89057.8,119586
16889.1,57967
45324.3,60957.7
66525,71336.5
37933.5,71110.6
86696.9,120369
13158.5,47461.5
23111.4,68736.3
16981.1,39269.1
175833,165652
49340,74830.5
15530.8,81492.4
36264.1,64870.4
103814,94578.5
118260,104284
148581,190457
22297.6,20049.9
28818.5,30432.6
15311.5,41030.4
33444.4,38944.6
14329.7,39218.3
13562.6,24585.3
34297.5,79775.5
12085.9,77274.7
56203.7,87160.1
34039.8,38344.7
96203,102260
71364,56347.1
33645.9,51717.8
23949.9,81272.1
32044.3,67965.2
32640.4,105511
12951,28118.2
31045.6,75297.7
22139.8,30481.2
95821.3,73422
93880.1,82026.5
22953.1,68797.5
18089.3,57417.5
24274.8,28082.7
91047.8,104148
20457.7,70669.2
46378.3,58313.6
117842,139560
16291.5,124271
28113.7,57754.5
66804.2,73937.8
110967,172548
26381.2,25882.5
141874,136467
22570,82730.1
40668.7,58781.8
27147.3,70544
64402.2,33438.6
25266.7,59609.8
42524.9,103988
92125.5,74766.5
38024.5,61581.1
36935.6,121069
38785.6,46420.3
15826,103603
29542.4,21377
17307.4,29542.4
81107.4,89574.8
169198,102846
92081.2,151011
28333.9,160340
55989.3,32173.2
18523,28369.1
20910.1,50818.9
13103,80267.4
76803,83074.7
53721.2,70592.4
124322,145411
67079.6,165182
37280.5,82764
21443.3,24684.3
39452.2,81309
102586,110015
14415.6,72273.8
11383.8,72781.6
107225,124846
128670,80521.7
102368,87395.1
12729.1,22060.6
94721.7,133822
68892.1,80321.6
164087,143413
21856.8,52793.2
73536,74360.9
25865.3,109422
36418.3,109360
57705.5,192354
61104,139700
30295.9,63455.7
98740.8,171729
53198.9,52450.7
26483.1,130956
88114.1,82513.4
11635.6,25565.2
126586,158163
122913,111034
158158,133715
33631.3,21672.3
130431,110361
16473.1,61154.8
33280.5,60163.1
14106.3,28212.5
126914,121331
63516.8,79488.1
42122.8,96693.7
11196.2,93063.1
72866.1,114347
61473.5,124115
105658,99356.1
81507.3,117580
14825,64815.7
76415.2,104290
42387.5,25294.3
22995.4,64971.2
101357,92918.8
25820,106402
99371.6,79463.3
155943,194723
17176.9,41615.8
25634.5,97010.7
85439,97758.9
150109,166407
34413.7,30714.8
18539.3,119856
51770.9,161552
64294.4,161644
20933.6,39255
21737.1,83798.6
24048.7,85236.8
40788.7,22245.8
59134,31509.3
58364.5,73990
21632.8,26197.4
50955.2,103192
151336,152235
79697.5,106886
56203.3,62117.9
24899.7,28547.7
75488.3,110115
37700.6,26425.1
77333.3,47656.6
19710.5,62490.6
41717.8,91138.6
41135.7,55137.9
46307.5,32349.6
12008,84563.3
64089.9,30120.1
16773.4,122072
50321,121798
117450,107416
27124.8,82425
33460.8,53557
59959.3,116187
20861.3,64379.8
83327.9,90671.7
40420.3,38259.8
122043,175058
128607,135669
24209.4,51158.5
21208.7,75634.4
63480.3,89626.1
12816.7,59449
86032.3,105410
69305.3,153339
19103.6,19864.9
164431,149419
61916.5,81590.5
20845.4,81102.8
60246.7,53725.8
19552.9,28445.4
56633.3,38856.9
37350.9,48428
134003,121461
28250.1,54100.6
32609.3,133571
92603.7,92511.4
31568.3,18406.6
19910.4,29079.4
84782.5,53665.7
62415,82193.3
16120.2,101004
21948.9,44954.5
21300.1,121148
171730,148123
143866,121657
61128.2,43251.8
26305.5,67825.6
17511.2,58305.7
76299.9,95029.1
40459.8,70489.9
51604.1,104263
18883.4,73100.4
18021.1,82423.9
13944.4,33301.9
33151.3,89435.6
165888,190693
37581.6,61808.3
89692.9,124314
98426.8,147234
106251,103189
22693.5,66428.9
36331.9,153275
50963.8,108032
22495,116559
107411,123539
36032.5,76090.3
72929.8,72064.8
177061,199545
30192.8,59323
36279.8,48680.4
49311.6,154835
12990.7,33123.2
112201,139860
20743.5,53457.2
12862.9,59103.5
62219.2,59246
178097,173562
41595.5,43368.3
40264.7,58549.8
14335.3,53946.6
82392.4,119688
177968,143095
15357.9,47245.9
24605.5,30467.9
37554.2,60044.9
19698.1,26070.2
58197.7,49554.2
41938.1,31114.4
90773.8,101636
125305,128564
96014.7,127829
46346.9,146777
25766.9,47041.5
71561.2,117899
21612.4,114411
68522.4,60667.9
34674,114154
50263.3,132073
32712.4,92638.1
43516.4,117248
35208.5,85756.7
16106.9,105006
74736.7,45377
33172.9,78960
66158.9,66938.2
20359.5,83353.4
25708.5,47512.1
12928.4,50482.5
37465.6,110651
45091.1,52159.9
44294.1,80846.1
94147.9,137833
28184,53048
26591.8,126738
72946.5,111416
157187,169953
72745.5,79414.2
39092.3,42187.3
139271,174479
18462.1,125154
81069.6,131953
92146.6,88046.3
65937.6,85386.8
25551.8,46620.9
21769.3,21444.9
18803.7,28822
18865.2,68384.7
16969.8,105288
87078.6,45585.5
25624.6,28481.6
12337.6,73066.7
31821.8,155086
61603.9,99076.2
84742.1,76877.5
75922.8,61205.6
13963.9,27680.8
85273.6,139579
127803,159541
21816.2,75531
37964.1,17389.8
36280.3,21894
15605.7,73432.8
134820,139134
23860.2,51644.7
137425,142935
81070.7,99584.3
54047.8,143293
60129.4,44983.4
63579,59805.2
123022,133890
49359,83556.9
20411.3,57015.3
106808,134496
180712,130278
98764.2,110993
78681.3,45199.2
53358.2,65221.8
15801.5,99457.9
22666.3,35820.3
76852.9,54115.3
68377.5,113205
14291,28596
17879.7,68948.2
22692.8,23340.3
11505.1,78034.6
41920.3,23418.6
41934.5,48949.5
21881,24290.5
16929,98800.4
33744.5,52385
38158.6,104254
86326.7,80477.5
15902.3,38091.4
63924.6,36127
13677.9,19358.5
49316.4,36431.1
133205,156459
167277,123550
146438,147641
30475.9,65436.4
38445.4,59691.1
129001,133460
24170.7,30159.9
129582,135033
77329.4,89802.8
21277.2,35588.7
42909.1,87290.9
130703,113294
79211.2,42936.6
150114,179708
46751.4,105517
22270.6,25979.5
77923.3,38905.2
37667.4,115487
13823.4,47952.1
62272.1,102146
20180.2,117032
166111,192639
101988,177423
14971.7,19764.2
34599.9,22507.1
108000,120748
79253.3,151693
11380.4,20991.8
142137,123231
39763,56530.5
44593.2,63199.1
27302.4,67188.6
191647,186476
150038,137911
60018.1,192532
60233,70903.4
10978.9,51549.1
31367.7,44724.4
26335.2,90535.3
79630.9,51491.7
79964.3,78588.8
13840.8,97272.3
37179.8,62468.6
15998.4,58031.1
54410.1,39023.5
32225.4,29927
105318,123173
121301,170656
76290.4,122335
64255.6,69114
20139.4,39950.7
101406,99327.9
19172.4,24586.6
30698.8,75279.7
27417.5,25134.2
45703.3,60800
36338.8,69826.2
25475.1,53138.2
44138.5,100082
62877.9,185340
57255.1,110468
35543.1,65010.2
32223.5,86056.9
81739.7,68433.9
38300.2,71913.7
75517.6,108318
55597.6,48462
96818,98477.4
59980.4,107658
70999.6,44386.9
190060,165725
19252.9,116688
49117.1,56638
96170.7,96427.9
60647.4,87752
49080.6,24454.6
52131,64344.6
18346.2,21642.1
14342.1,19516.1
22846.3,47147.6
49443.6,24893.1
80682.8,79991.8
33058.8,57133.3
150086,191313
32533.1,34011
19270.7,58751.1
43542.2,83913.1
47486.7,35925.8
41526.6,53254.8
18592.1,23771.9
14550.1,73799.5
148387,150245
36752.1,71607.8
19365.1,112698
34341.7,121122
12324.3,66902.7
51993.5,32404.3
22658.6,47593.4
131534,161713
21801.4,61999.1
29290.5,110538
91491.5,53481.1
20724.6,56645
74543.5,62586.1
47929.2,46589
47911.6,45174.9
22043.7,27800.8
92599.7,125445
137564,169552
12434.6,68193.6
123090,113642
57828,82528.7
85527.7,111198
84427.3,137890
48939.5,76802.9
40459.6,78087.8
58561.3,71493
42472.2,32315.5
139241,107374
18617.8,125127
16534.2,27785.5
30185,45836.1
53244.5,86272.6
32761.9,104560
30860.1,49879.6
15296.8,48595
44636.9,75393
56197,118242
28749.1,78349.3
12161.7,118283
36506,28770.5
106307,103903
18488.4,73181.8
113145,174874
16490.1,86418.4
69382.9,61570
83441.5,88099.8
12821.8,17402.7
153473,164191
14645.2,33599.3
56970.2,77497.2
43239.2,64436
54713.9,94182.6
30332.7,74281
160421,183376
37517.7,82847.6
46248.3,74944.1
19257,65144.1
35549.5,56817.9
30929.6,122638
71190.4,107054
110457,105548
69253.7,82190.4
190151,194061
13183.5,46637.8
17074.1,46157.5
47087.8,117841
43814.8,96186.2
29541.9,41185.5
62131.5,44529.5
14792.4,20322.9
36679.2,18541
122596,154200
14908.3,58120.2
49347.3,67029
41118.2,30305.4
106883,114345
31337.5,26477.9
34643.8,133971
32176.8,91439.5
39905,70687.3
45897.5,73054.3
50387.1,63318.4
39816,72207.6
126248,64160.2
45628.5,89477
27578.8,48531.6
145056,116172
41777.3,75289.8
36670.5,106667
12346.9,49942.8
23910.3,76619.9
16913.7,48668
29866.9,80392.1
22444.7,94693.6
179723,172791
41451.1,72154.1
33017.7,86001.3
78365.1,69627.2
42831.1,103141
71112.9,113908
46496.9,107232
115561,166203
11061.2,119784
11529.8,40755
25006.7,22061.4
130078,81225.9
63741,108298
14442.5,66748.4
28058.6,20973.3
73426.6,104519
53274.6,40577
34751.4,91427.1
101848,107845
49841.5,137697
71624.5,135396
64180.9,137838
13128.2,89836.5
105562,100727
19041.8,17883.3
25349.2,40043.1
44114.6,94315.5
14542.4,86797.6
26777.5,138219
138030,154609
108557,173768
106517,153013
53004.7,87215.7
95406,121474
28027.5,142786
26979.1,25056.9
39529.5,58692.7
11982.8,26889.7
17309,70092.9
48059,99075.8
85048.2,116072
119438,152776
55704.3,37670.6
22219.6,50557.3
13977,69786.5
16340.2,52143.6
44708.7,67415.7
21165.3,51917.2
35302.5,52700.7
24967.3,105676
162959,105940
51408.2,52661.8
38121,46844.9
17989.6,36587.5
16928.8,60089.1
52951.2,42937.3
64023.3,49195.5
57717.3,47920.2
21574.5,118681
98554.1,101105
26953.6,39822.2
15676.3,29354.8
40896.6,24834.1
90417.1,145180
107193,103269
52156.2,73087.7
21142.1,52414
110345,64496.9
12302.9,51359.8
140544,72104.5
131870,131479
187965,199136
46564,29251.2
17515.1,71093.1
47367.9,63418
75284.9,110302
155663,129470
50315.5,94859.9
50739.8,104319
63986.4,67407.8
72402,58319.5
33404.2,103196
121497,97044.2
30336.3,92431.5
93130.4,134319
15599.6,59514.4
71380.9,54655
37921.2,41667.2
43065.9,77120
25630.1,43297.3
43304.8,69504.3
53143.9,107678
35453.1,42259.5
40878.6,29793.3
21374.8,45989.2
59963.2,62106.6
54136.9,113560
69713.9,67077.5
117890,144768
45824.8,140076
15947.6,18356
38366.6,19792.4
26290.4,55999.6
21011.4,42920.2
27740.7,23575.7
148495,139549
87860.2,89998.3
139301,169265
34055.5,108499
51706,110900
48040.7,128934
42289.8,24068.9
18648.4,54766.9
69460.3,133712
140887,150445
40533,47433.2
103426,147305
33366.6,78015.6
94462.4,62720.1
15269.9,29179.9
15005.1,60806.7
66490.4,95951
20860.2,139091
161491,184745
13021.5,57465.5
21091.8,57605.1
24849.7,58655.2
42078.6,88763.3
74551.6,44879
61630.1,112954
114357,189725
39839.8,71820.2
53262.3,63265.4
86078,128909
62077.1,97310.5
14010.1,26327.4
175973,186047
30609.9,75662.1
47460.6,86805.2
31137.8,71146
74383.8,132038
23928.3,132324
67184.1,44525.8
76937,129612
58804.7,85974.9
29703.1,70735.9
122406,137244
47839.9,75474.6
13088.1,20413.3
36942.7,102858
21611.2,88593.1
149516,144364
24560.5,92840.3
29286.8,44020.9
20837.1,82688.6
144634,142676
76529.9,119849
75588.6,37467.6
34842.8,73734.5
65125,80290.8
71928.5,85844.6
27146,77540.1
72332.2,66162.5
56408,86264.6
40477.3,95760.8
13668.2,45083
88485.9,105945
18651.8,119336
74835.4,142431
39253.2,55679.3
43371.5,114609
41377.4,49405.8
44890.7,72974.2
40180.5,145903
13900.2,51022.6
59430.2,83224.3
68029.1,44113.6
79405.6,140058
27916.5,53122.6
51073,113682
41701,86769.4
12148.5,20898
34189.2,130777
25305.5,38752.2
17039.4,21274
13846.3,87385.1
67186.4,129823
36995.5,55182.2
20967.1,54326.4
85577.8,74445.4
77856.8,197967
26142.4,71562.5
63422.9,58422.5
23199.3,66207.9
46304.5,23963.5
190562,149306
20080.4,52987.6
17515,97416.4
122392,143355
32570.3,48843
33897.2,87669.9
33723.8,101003
43248.1,66585.4
37533.1,45521.9
57728.4,66883.3
161702,176411
84769.6,111717
153369,159518
61453.3,39434
86895.7,98853.6
47170.1,33808.2
173749,162348
25387.9,94782.2
74621,72908.7
49230.4,32634.4
15464.9,54221.4
32529,26656.1
30213,93817.4
86397.6,80238.2
24980.9,56474.7
65837.8,81549.9
11759.2,17178.4
16735,45942.1
12945.9,60937.1
64874.1,109490
94182.8,51385.7
25857.1,41681.2
82768.7,83162.4
12792.1,97248.3
63282.8,134588
31888.9,63179.2
31506.2,17580.9
52709.3,30967.1
27902.8,25342.1
38164.6,20998.8
125992,169360
19538.6,88377.8
75544.5,105685
26884.3,27309.9
15807.4,106963
55990.8,65775.5
164015,147313
16079.3,108936
16532.2,128281
27657.2,41585.8
93935.6,180357
102612,107283
41731.7,141635
17595.2,26463.9
16840.8,101132
33453.3,21165.1
51247.6,32834.4
110073,121872
38759.5,137360
26275.2,74349.6
139839,136736
20866.3,23628
100868,192372
76398.4,68162.8
40539.2,142296
162715,157434
24182.9,150405
41793.8,62095.5
183841,152712
41765.9,76738.3
58816.2,106151
73220.3,82564.3
18283.3,62887.8
34236.3,68725.3
20737.3,37202.7
39987.2,111153
16845.5,78654.1
72983.8,118570
43305.7,28115.6
45024.5,87791.3
117124,158887
21770.7,125282
52439.4,102551
30109.8,31103.8
22240.3,17117.8
35416.2,88357.7
65757.5,64203.1
16452.8,109495
25405.5,21259
68226.2,77569.5
85962.7,96071.9
45352.9,57009.5
18180.3,76415.7
13143.6,29309.7
23976.4,84129.9
53203.1,87864.7
125332,170627
23600.4,43481.6
48323.8,51750.5
14183.9,55198.9
143055,149530
11670.3,49618.2
45784.2,92192.9
30016.1,76805.2
67523.9,35127.1
111877,104959
168028,180108
36644.4,55517.9
106108,198237
50192.9,70336.8
22706.8,18033.9
33393.7,85844.4
44356.2,53060.1
24747.2,81601.9
19376.8,89463.8
73106.5,77605.4
76150.4,102695
100654,140034
17302.9,25982.2
97365.1,101369
14003.2,21568.7
68353.8,87261.1
21909.1,72384.7
28715.2,45653
130362,162637
117979,151469
32993.8,149638
15481.2,73443.6
167572,134569
46499.2,45113.5
16940.7,62259.1
52315.9,97314.9
33409.2,49446.1
14200.2,78446.3
36503.4,121576
118169,158929
91562.7,68479.1
115855,126175
111333,83639.4
149038,162166
138829,130120
86200,142728
62924.2,94792.4
80844.3,49125.1
60440.4,110026
103473,105802
15843.3,29190.1
19914.8,90403.8
15693.6,47162.5
75916.6,103415
108065,55040.3
41885.2,40293.4
55780.4,29464.4
117907,159237
14124.4,65469
104061,111401
115110,92503.3
28561,107219
52456.9,43608.3
59845,84748.7
53992.9,126713
111766,83071
94420.3,122272
61902.6,98324.9
35396.6,97764.8
51299.9,54561.7
67336.3,35624.6
25510.3,74797.2
62770.2,89539.1
13357.5,81993.3
79921.6,77193.9
25509.3,48316.3
38284.1,18147.6
33905.3,76495.3
48386.3,36436.7
44608.1,25248.2
124862,104562
12528.9,17433.7
124442,150158
71166.6,93513.2
137176,185883
14188.5,80608.8
28915,77429
158478,185579
42642.1,104829
124248,187975
79306.3,121429
84607.4,158280
56554.7,50493.5
28590.8,39263.5
66717.3,58877.6
54738,48327.2
81980.3,77455.5
15266.1,41038.6
22234.4,68737.1
39369,73817.6
41514.5,23472.1
70241,57238.3
27491,39850.3
25041.1,61973.5
94812.5,115579
12766.9,34068.9
20704.9,72635.8
29840.2,77634.9
104099,104992
79488.4,94911.6
37341.2,82709.3
24293.9,117184
62388.6,73834.6
48560.5,78579.7
37350.2,72480.7
53878.2,114734
74320.2,101684
21613.4,82704
29788.5,42234.3
148669,145372
78223.1,125847
24136,121448
11517.1,90382.5
45602,139628
77287.2,75209.9
45002,141199
41940.6,113485
25214.7,88357.4
50666.4,82482.2
32346.2,28182.3
34064,68337.7
11010.9,17874.7
35051.6,50303.1
141424,141777
23977.2,36947.7
162827,156641
138767,151891
41408.7,42292.9
55634.4,180876
94393.2,71388.5
58723.5,42334.5
38316.6,90426.8
69058.7,101543
28863.6,19559.8
63261.5,145167
13859.7,26228.4
145755,161867
64883.7,115052
40006.3,33943
14384.2,83836.6
55775.6,28254.4
29345.5,40749.3
19675.4,57286.5
62914.9,46050.4
29970.8,117778
38071.4,87339
49280.9,37288.1
162372,107677
94941.8,116240
40606.9,48703.8
17903.9,21633.6
40154.1,55674.2
47691.9,48179.2
128140,149519
54212.4,120544
33382.2,29361.4
88841.3,142389
143563,164779
33262.5,109698
29734.9,93885
73999.4,45848.7
20760.5,92886.8
86185.1,89333.9
91053.4,112352
75642,59756.8
39059.1,126012
11906.8,77652
31953.5,59910.8
27294.2,148003
30586.5,24501.4
35598.5,62157.7
35472.6,25804.7
16027.6,21897.6
191745,193132
16912,42653.6
138316,134769
14447,109060
38647.8,52528.4
115409,141848
133781,139777
44069.4,84400.9
19350,85474.4
27305.1,53587
20538.5,69606.2
162591,181877
22770,46429.7
24412.8,47351.7
62743.8,95882.2
137814,148381
55236.9,42967.3
66289.4,81414.7
17481.1,69727.3
140667,115757
144795,193349
80389,90132.6
17479.9,112081
20538,67351.5
42319.4,98666.1
12307.5,31949.8
47987.2,35410.4
96303.3,103496
102515,59031.2
46898.1,74539.3
87336,80926.3
72312,56894.4
47866.7,91435.5
94797.4,59636.8
73324.6,129574
33742.4,46830.1
128998,132278
38573,83113.4
30692.3,67184.5
22065.4,102296
67035.7,44542.2
67879.1,55312.2
71266.9,84897.9
12519.6,19527
82200.8,67154.8
47448.9,91288.1
188145,181065
42778.3,132645
39535,27355.7
60611.9,84001
12565.9,51949.7
100969,126907
82581.1,90139.3
36014.5,30883.1
23383.9,46783.4
127999,185664
158421,115498
21396.8,65336.9
58215.7,51873.3
19231.3,37531.2
79269.5,40251.6
74833.6,65994.3
81936.6,77388.5
97129.8,118561
81699.6,117088
28828,95619.7
